Name RNA Mapping_rate Group
TS12 SRR786533 0.9593 BIG
TS12 SRR786534 0.9611 BIG
TS12 SRR786535 0.9695 BIG
TS12 SRR786536 0.9712 BIG
TS12 SRR786537 0.9709 BIG
TS12 SRR786538 0.9466 BIG
TS12 SRR786539 0.949 BIG
TS12 SRR786540 0.9725 BIG
TS12 SRR786541 0.9696 BIG
TS12 SRR786542 0.9775 BIG
TS12 SRR786543 0.9312 BIG
TS12 SRR786544 0.9243 BIG
TS12 SRR786545 0.9672 BIG
TS12 SRR786546 0.9744 BIG
TS12 SRR786547 0.9732 BIG
TS12 SRR786548 0.9717 BIG
TS12 SRR786549 0.9677 BIG
TS12 SRR786550 0.9742 BIG
TS12 SRR786551 0.9748 BIG
TS12 SRR786581 0.9466 BIG
TS12 SRR786582 0.9528 BIG
TS12 SRR786583 0.9469 BIG
TS12 SRR786584 0.9531 BIG
TS12 SRR786585 0.957 BIG
TS12 SRR786586 0.9576 BIG
TS12 SRR786587 0.9457 BIG
TS12 SRR786588 0.9491 BIG
TS12 SRR786589 0.9608 BIG
TS12 SRR786590 0.9638 BIG
TS12 SRR786591 0.9554 BIG
TS12 SRR786592 0.9579 BIG
TS12 SRR786593 0.9609 BIG
TS12 SRR786594 0.9633 BIG
TS12 SRR786595 0.9548 BIG
TS12 SRR786596 0.958 BIG
TS80 SRR10435545 0.9732 BIG
TS80 SRR10435546 0.9806 BIG
TS80 SRR10435547 0.9812 BIG
TS80 SRR10435549 0.9093 BIG
TS80 SRR12560324 0.9464 BIG
TS80 SRR2064660 0.9864 BIG
TS80 SRR2064662 0.9889 BIG
TS80 SRR2064663 0.9856 BIG
TS80 SRR2064665 0.9844 BIG
TS80 SRR2064668 0.984 BIG
TS80 SRR2064671 0.992 BIG
TS80 SRR2356898 0.9263 BIG
TS80 SRR2356905 0.9448 BIG
TS80 SRR2356907 0.9444 BIG
TS80 SRR2356916 0.942 BIG
TS80 SRR2356941 0.9132 BIG
TS80 SRR2356969 0.9469 BIG
TS80 SRR2939611 0.9661 BIG
TS80 SRR2939613 0.971 BIG
TS80 SRR2939615 0.9686 BIG
TS80 SRR3031978 0.9206 BIG
TS80 SRR3119178 0.9737 BIG
TS80 SRR3119184 0.9756 BIG
TS80 SRR3119185 0.9852 BIG
TS80 SRR3119186 0.9856 BIG
TS80 SRR3119187 0.9844 BIG
TS80 SRR3119188 0.9825 BIG
TS80 SRR3119189 0.982 BIG
TS80 SRR3119190 0.9772 BIG
TS80 SRR786507 0.9797 BIG
TS80 SRR786508 0.9787 BIG
TS80 SRR786509 0.9798 BIG
TS80 SRR786514 0.9818 BIG
TS80 SRR786515 0.9744 BIG
TS80 SRR786516 0.9768 BIG
TS80 SRR786517 0.9755 BIG
TS80 SRR786520 0.9361 BIG
TS80 SRR786521 0.936 BIG
TS80 SRR786522 0.9515 BIG
TS80 SRR786523 0.9513 BIG
TS80 SRR786525 0.9732 BIG
TS80 SRR786526 0.962 BIG
TS80 SRR786527 0.9701 BIG
TS80 SRR786528 0.9812 BIG
TS80 SRR786529 0.9605 BIG
TS80 SRR786530 0.9636 BIG
TS80 SRR786531 0.9521 BIG
TS80 SRR786532 0.9461 BIG
TS80 SRR786533 0.9564 BIG
TS80 SRR786534 0.9587 BIG
TS80 SRR786535 0.9665 BIG
TS80 SRR786536 0.9687 BIG
TS80 SRR786537 0.9678 BIG
TS80 SRR786538 0.942 BIG
TS80 SRR786539 0.9451 BIG
TS80 SRR786540 0.9698 BIG
TS80 SRR786541 0.9662 BIG
TS80 SRR786542 0.9751 BIG
TS80 SRR786543 0.9282 BIG
TS80 SRR786544 0.9208 BIG
TS80 SRR786545 0.9627 BIG
TS80 SRR786546 0.9709 BIG
TS80 SRR786547 0.9697 BIG
TS80 SRR786548 0.9678 BIG
TS80 SRR786549 0.9598 BIG
TS80 SRR786550 0.9679 BIG
TS80 SRR786551 0.9722 BIG
TS80 SRR786581 0.9498 BIG
TS80 SRR786582 0.9559 BIG
TS80 SRR786583 0.9508 BIG
TS80 SRR786584 0.9563 BIG
TS80 SRR786585 0.9598 BIG
TS80 SRR786586 0.9601 BIG
TS80 SRR786587 0.9499 BIG
TS80 SRR786588 0.9521 BIG
TS80 SRR786589 0.9639 BIG
TS80 SRR786590 0.967 BIG
TS80 SRR786591 0.9592 BIG
TS80 SRR786592 0.9614 BIG
TS80 SRR786593 0.9648 BIG
TS80 SRR786594 0.9672 BIG
TS80 SRR786595 0.9594 BIG
TS80 SRR786596 0.9623 BIG
TS60 SRR10435545 0.9804 BIG
TS60 SRR10435546 0.9867 BIG
TS60 SRR10435547 0.9879 BIG
TS60 SRR10435549 0.916 BIG
TS60 SRR12560324 0.9566 BIG
TS60 SRR2064660 0.9921 BIG
TS60 SRR2064662 0.9955 BIG
TS60 SRR2064663 0.9965 BIG
TS60 SRR2064665 0.9898 BIG
TS60 SRR2064668 0.9914 BIG
TS60 SRR2064671 0.9935 BIG
TS60 SRR2356898 0.9338 BIG
TS60 SRR2356905 0.9588 BIG
TS60 SRR2356907 0.9578 BIG
TS60 SRR2356916 0.9479 BIG
TS60 SRR2356941 0.9238 BIG
TS60 SRR2356969 0.9514 BIG
TS60 SRR2939611 0.9694 BIG
TS60 SRR2939613 0.9741 BIG
TS60 SRR2939615 0.9722 BIG
TS60 SRR3031978 0.9193 BIG
TS60 SRR3119178 0.9856 BIG
TS60 SRR3119184 0.9866 BIG
TS60 SRR3119185 0.9932 BIG
TS60 SRR3119186 0.9931 BIG
TS60 SRR3119187 0.9945 BIG
TS60 SRR3119188 0.9939 BIG
TS60 SRR3119189 0.9933 BIG
TS60 SRR3119190 0.9892 BIG
TS60 SRR786507 0.9845 BIG
TS60 SRR786508 0.9841 BIG
TS60 SRR786509 0.9848 BIG
TS60 SRR786514 0.9807 BIG
TS60 SRR786515 0.9731 BIG
TS60 SRR786516 0.9759 BIG
TS60 SRR786517 0.9742 BIG
TS60 SRR786520 0.9429 BIG
TS60 SRR786521 0.9434 BIG
TS60 SRR786522 0.9566 BIG
TS60 SRR786523 0.9567 BIG
TS60 SRR786525 0.9775 BIG
TS60 SRR786526 0.9671 BIG
TS60 SRR786527 0.974 BIG
TS60 SRR786528 0.9868 BIG
TS60 SRR786529 0.965 BIG
TS60 SRR786530 0.9674 BIG
TS60 SRR786531 0.9559 BIG
TS60 SRR786532 0.9509 BIG
TS60 SRR786533 0.9613 BIG
TS60 SRR786534 0.9629 BIG
TS60 SRR786535 0.9714 BIG
TS60 SRR786536 0.9729 BIG
TS60 SRR786537 0.9738 BIG
TS60 SRR786538 0.9487 BIG
TS60 SRR786539 0.9509 BIG
TS60 SRR786540 0.9739 BIG
TS60 SRR786541 0.9711 BIG
TS60 SRR786542 0.98 BIG
TS60 SRR786543 0.9326 BIG
TS60 SRR786544 0.926 BIG
TS60 SRR786545 0.9687 BIG
TS60 SRR786546 0.9757 BIG
TS60 SRR786547 0.9749 BIG
TS60 SRR786548 0.9737 BIG
TS60 SRR786549 0.9681 BIG
TS60 SRR786550 0.9745 BIG
TS60 SRR786551 0.9767 BIG
TS60 SRR786581 0.9482 BIG
TS60 SRR786582 0.9545 BIG
TS60 SRR786583 0.9484 BIG
TS60 SRR786584 0.9545 BIG
TS60 SRR786585 0.9584 BIG
TS60 SRR786586 0.9589 BIG
TS60 SRR786587 0.9475 BIG
TS60 SRR786588 0.9506 BIG
TS60 SRR786589 0.9623 BIG
TS60 SRR786590 0.9654 BIG
TS60 SRR786591 0.957 BIG
TS60 SRR786592 0.9594 BIG
TS60 SRR786593 0.9627 BIG
TS60 SRR786594 0.9652 BIG
TS60 SRR786595 0.9567 BIG
TS60 SRR786596 0.9596 BIG
TS112 SRR10435545 0.9769 BIG
TS112 SRR10435546 0.9849 BIG
TS112 SRR10435547 0.9846 BIG
TS112 SRR10435549 0.9138 BIG
TS112 SRR12560324 0.9546 BIG
TS112 SRR2064660 0.9885 BIG
TS112 SRR2064662 0.9925 BIG
TS112 SRR2064663 0.994 BIG
TS112 SRR2064665 0.986 BIG
TS112 SRR2064668 0.9876 BIG
TS112 SRR2064671 0.99 BIG
TS112 SRR2356898 0.9308 BIG
TS112 SRR2356905 0.956 BIG
TS112 SRR2356907 0.9551 BIG
TS112 SRR2356916 0.9445 BIG
TS112 SRR2356941 0.9211 BIG
TS112 SRR2356969 0.9475 BIG
TS112 SRR2939611 0.9673 BIG
TS112 SRR2939613 0.9723 BIG
TS112 SRR2939615 0.97 BIG
TS112 SRR3031978 0.9165 BIG
TS112 SRR3119178 0.983 BIG
TS112 SRR3119184 0.9841 BIG
TS112 SRR3119185 0.9921 BIG
TS112 SRR3119186 0.9924 BIG
TS112 SRR3119187 0.9913 BIG
TS112 SRR3119188 0.9913 BIG
TS112 SRR3119189 0.9908 BIG
TS112 SRR3119190 0.9866 BIG
TS112 SRR786507 0.9809 BIG
TS112 SRR786508 0.9809 BIG
TS112 SRR786509 0.9811 BIG
TS112 SRR786514 0.9773 BIG
TS112 SRR786515 0.9694 BIG
TS112 SRR786516 0.9727 BIG
TS112 SRR786517 0.9705 BIG
TS112 SRR786520 0.9396 BIG
TS112 SRR786521 0.9401 BIG
TS112 SRR786522 0.9533 BIG
TS112 SRR786523 0.9533 BIG
TS112 SRR786525 0.9748 BIG
TS112 SRR786526 0.9631 BIG
TS112 SRR786527 0.9702 BIG
TS112 SRR786528 0.983 BIG
TS112 SRR786529 0.9619 BIG
TS112 SRR786530 0.9641 BIG
TS112 SRR786531 0.9525 BIG
TS112 SRR786532 0.9475 BIG
TS112 SRR786533 0.9579 BIG
TS112 SRR786534 0.9595 BIG
TS112 SRR786535 0.968 BIG
TS112 SRR786536 0.9694 BIG
TS112 SRR786537 0.9701 BIG
TS112 SRR786538 0.946 BIG
TS112 SRR786539 0.9482 BIG
TS112 SRR786540 0.9705 BIG
TS112 SRR786541 0.9678 BIG
TS112 SRR786542 0.9761 BIG
TS112 SRR786543 0.9296 BIG
TS112 SRR786544 0.9228 BIG
TS112 SRR786545 0.9653 BIG
TS112 SRR786546 0.9724 BIG
TS112 SRR786547 0.9718 BIG
TS112 SRR786548 0.9703 BIG
TS112 SRR786549 0.9658 BIG
TS112 SRR786550 0.9722 BIG
TS112 SRR786551 0.9733 BIG
TS112 SRR786581 0.9448 BIG
TS112 SRR786582 0.9512 BIG
TS112 SRR786583 0.9455 BIG
TS112 SRR786584 0.9514 BIG
TS112 SRR786585 0.9551 BIG
TS112 SRR786586 0.9556 BIG
TS112 SRR786587 0.9445 BIG
TS112 SRR786588 0.9475 BIG
TS112 SRR786589 0.9589 BIG
TS112 SRR786590 0.962 BIG
TS112 SRR786591 0.954 BIG
TS112 SRR786592 0.9562 BIG
TS112 SRR786593 0.9591 BIG
TS112 SRR786594 0.9617 BIG
TS112 SRR786595 0.9535 BIG
TS112 SRR786596 0.9563 BIG
TS185 SRR10435545 0.9774 BIG
TS185 SRR10435546 0.9843 BIG
TS185 SRR10435547 0.9854 BIG
TS185 SRR10435549 0.9139 BIG
TS185 SRR12560324 0.9553 BIG
TS185 SRR2064660 0.9892 BIG
TS185 SRR2064662 0.9936 BIG
TS185 SRR2064663 0.9949 BIG
TS185 SRR2064665 0.9871 BIG
TS185 SRR2064668 0.9881 BIG
TS185 SRR2064671 0.9907 BIG
TS185 SRR2356898 0.9313 BIG
TS185 SRR2356905 0.9565 BIG
TS185 SRR2356907 0.9557 BIG
TS185 SRR2356916 0.9451 BIG
TS185 SRR2356941 0.9215 BIG
TS185 SRR2356969 0.9478 BIG
TS185 SRR2939611 0.9683 BIG
TS185 SRR2939613 0.9733 BIG
TS185 SRR2939615 0.971 BIG
TS185 SRR3031978 0.9171 BIG
TS185 SRR3119178 0.984 BIG
TS185 SRR3119184 0.9851 BIG
TS185 SRR3119185 0.9932 BIG
TS185 SRR3119186 0.9933 BIG
TS185 SRR3119187 0.9923 BIG
TS185 SRR3119188 0.9922 BIG
TS185 SRR3119189 0.9918 BIG
TS185 SRR3119190 0.9876 BIG
TS185 SRR786507 0.9816 BIG
TS185 SRR786508 0.9816 BIG
TS185 SRR786509 0.9819 BIG
TS185 SRR786514 0.9781 BIG
TS185 SRR786515 0.9702 BIG
TS185 SRR786516 0.9734 BIG
TS185 SRR786517 0.9713 BIG
TS185 SRR786520 0.9403 BIG
TS185 SRR786521 0.9409 BIG
TS185 SRR786522 0.9541 BIG
TS185 SRR786523 0.9541 BIG
TS185 SRR786525 0.9752 BIG
TS185 SRR786526 0.9643 BIG
TS185 SRR786527 0.9714 BIG
TS185 SRR786528 0.9847 BIG
TS185 SRR786529 0.9626 BIG
TS185 SRR786530 0.9649 BIG
TS185 SRR786531 0.9528 BIG
TS185 SRR786532 0.9478 BIG
TS185 SRR786533 0.9586 BIG
TS185 SRR786534 0.9603 BIG
TS185 SRR786535 0.9687 BIG
TS185 SRR786536 0.9701 BIG
TS185 SRR786537 0.971 BIG
TS185 SRR786538 0.9471 BIG
TS185 SRR786539 0.9492 BIG
TS185 SRR786540 0.9711 BIG
TS185 SRR786541 0.9682 BIG
TS185 SRR786542 0.977 BIG
TS185 SRR786543 0.9303 BIG
TS185 SRR786544 0.9236 BIG
TS185 SRR786545 0.9661 BIG
TS185 SRR786546 0.9732 BIG
TS185 SRR786547 0.9725 BIG
TS185 SRR786548 0.971 BIG
TS185 SRR786549 0.9661 BIG
TS185 SRR786550 0.9726 BIG
TS185 SRR786551 0.9742 BIG
TS185 SRR786581 0.9455 BIG
TS185 SRR786582 0.9518 BIG
TS185 SRR786583 0.9461 BIG
TS185 SRR786584 0.952 BIG
TS185 SRR786585 0.9558 BIG
TS185 SRR786586 0.9562 BIG
TS185 SRR786587 0.9452 BIG
TS185 SRR786588 0.9482 BIG
TS185 SRR786589 0.9595 BIG
TS185 SRR786590 0.9626 BIG
TS185 SRR786591 0.9547 BIG
TS185 SRR786592 0.9568 BIG
TS185 SRR786593 0.9597 BIG
TS185 SRR786594 0.9623 BIG
TS185 SRR786595 0.9543 BIG
TS185 SRR786596 0.957 BIG
TS280 SRR10435545 0.9803 CER
TS280 SRR10435546 0.9867 CER
TS280 SRR10435547 0.9877 CER
TS280 SRR10435549 0.916 CER
TS280 SRR12560324 0.9564 CER
TS280 SRR2064660 0.9908 CER
TS280 SRR2064662 0.9947 CER
TS280 SRR2064663 0.9939 CER
TS280 SRR2064665 0.9889 CER
TS280 SRR2064668 0.9902 CER
TS280 SRR2064671 0.9924 CER
TS280 SRR2356898 0.9333 CER
TS280 SRR2356905 0.958 CER
TS280 SRR2356907 0.9553 CER
TS280 SRR2356916 0.9473 CER
TS280 SRR2356941 0.9238 CER
TS280 SRR2356969 0.9501 CER
TS280 SRR2939611 0.9698 CER
TS280 SRR2939613 0.9745 CER
TS280 SRR2939615 0.9726 CER
TS280 SRR3031978 0.9194 CER
TS280 SRR3119178 0.9851 CER
TS280 SRR3119184 0.9862 CER
TS280 SRR3119185 0.9921 CER
TS280 SRR3119186 0.9919 CER
TS280 SRR3119187 0.9939 CER
TS280 SRR3119188 0.9934 CER
TS280 SRR3119189 0.9929 CER
TS280 SRR3119190 0.9887 CER
TS280 SRR786507 0.9838 CER
TS280 SRR786508 0.9833 CER
TS280 SRR786509 0.9841 CER
TS280 SRR786514 0.981 CER
TS280 SRR786515 0.9734 CER
TS280 SRR786516 0.9762 CER
TS280 SRR786517 0.9744 CER
TS280 SRR786520 0.9423 CER
TS280 SRR786521 0.9427 CER
TS280 SRR786522 0.9561 CER
TS280 SRR786523 0.9561 CER
TS280 SRR786525 0.9766 CER
TS280 SRR786526 0.9661 CER
TS280 SRR786527 0.9733 CER
TS280 SRR786528 0.9863 CER
TS280 SRR786529 0.9644 CER
TS280 SRR786530 0.967 CER
TS280 SRR786531 0.9555 CER
TS280 SRR786532 0.9504 CER
TS280 SRR786533 0.9604 CER
TS280 SRR786534 0.9622 CER
TS280 SRR786535 0.9707 CER
TS280 SRR786536 0.9723 CER
TS280 SRR786537 0.9732 CER
TS280 SRR786538 0.9484 CER
TS280 SRR786539 0.9507 CER
TS280 SRR786540 0.9731 CER
TS280 SRR786541 0.9701 CER
TS280 SRR786542 0.9795 CER
TS280 SRR786543 0.9319 CER
TS280 SRR786544 0.9252 CER
TS280 SRR786545 0.968 CER
TS280 SRR786546 0.9752 CER
TS280 SRR786547 0.9745 CER
TS280 SRR786548 0.9732 CER
TS280 SRR786549 0.9672 CER
TS280 SRR786550 0.9738 CER
TS280 SRR786551 0.9761 CER
TS280 SRR786581 0.9484 CER
TS280 SRR786582 0.9548 CER
TS280 SRR786583 0.9488 CER
TS280 SRR786584 0.955 CER
TS280 SRR786585 0.9585 CER
TS280 SRR786586 0.9593 CER
TS280 SRR786587 0.9478 CER
TS280 SRR786588 0.951 CER
TS280 SRR786589 0.9624 CER
TS280 SRR786590 0.9656 CER
TS280 SRR786591 0.9574 CER
TS280 SRR786592 0.9599 CER
TS280 SRR786593 0.9629 CER
TS280 SRR786594 0.9655 CER
TS280 SRR786595 0.9571 CER
TS280 SRR786596 0.9602 CER
TS545 SRR10435545 0.9726 CER
TS545 SRR10435546 0.969 CER
TS545 SRR10435547 0.9811 CER
TS545 SRR10435549 0.9079 CER
TS545 SRR12560324 0.951 CER
TS545 SRR2064660 0.9895 CER
TS545 SRR2064662 0.9885 CER
TS545 SRR2064663 0.9878 CER
TS545 SRR2064665 0.9865 CER
TS545 SRR2064668 0.9889 CER
TS545 SRR2064671 0.9903 CER
TS545 SRR2356898 0.9329 CER
TS545 SRR2356905 0.9523 CER
TS545 SRR2356907 0.9499 CER
TS545 SRR2356916 0.9471 CER
TS545 SRR2356941 0.9226 CER
TS545 SRR2356969 0.9501 CER
TS545 SRR2939611 0.9677 CER
TS545 SRR2939613 0.9721 CER
TS545 SRR2939615 0.9651 CER
TS545 SRR3031978 0.9173 CER
TS545 SRR3119178 0.9771 CER
TS545 SRR3119184 0.9778 CER
TS545 SRR3119185 0.9891 CER
TS545 SRR3119186 0.9899 CER
TS545 SRR3119187 0.9869 CER
TS545 SRR3119188 0.9853 CER
TS545 SRR3119189 0.9847 CER
TS545 SRR3119190 0.9807 CER
TS545 SRR786507 0.9788 CER
TS545 SRR786508 0.9795 CER
TS545 SRR786509 0.9792 CER
TS545 SRR786514 0.9797 CER
TS545 SRR786515 0.9722 CER
TS545 SRR786516 0.9748 CER
TS545 SRR786517 0.9733 CER
TS545 SRR786520 0.9359 CER
TS545 SRR786521 0.936 CER
TS545 SRR786522 0.95 CER
TS545 SRR786523 0.95 CER
TS545 SRR786525 0.9735 CER
TS545 SRR786526 0.9604 CER
TS545 SRR786527 0.9679 CER
TS545 SRR786528 0.9792 CER
TS545 SRR786529 0.9593 CER
TS545 SRR786530 0.9622 CER
TS545 SRR786531 0.9496 CER
TS545 SRR786532 0.9442 CER
TS545 SRR786533 0.9553 CER
TS545 SRR786534 0.9574 CER
TS545 SRR786535 0.9652 CER
TS545 SRR786536 0.9673 CER
TS545 SRR786537 0.9669 CER
TS545 SRR786538 0.9421 CER
TS545 SRR786539 0.9447 CER
TS545 SRR786540 0.9695 CER
TS545 SRR786541 0.9667 CER
TS545 SRR786542 0.9744 CER
TS545 SRR786543 0.925 CER
TS545 SRR786544 0.9179 CER
TS545 SRR786545 0.9624 CER
TS545 SRR786546 0.9701 CER
TS545 SRR786547 0.9687 CER
TS545 SRR786548 0.9672 CER
TS545 SRR786549 0.9642 CER
TS545 SRR786550 0.971 CER
TS545 SRR786551 0.9711 CER
TS545 SRR786581 0.9467 CER
TS545 SRR786582 0.9528 CER
TS545 SRR786583 0.9474 CER
TS545 SRR786584 0.9529 CER
TS545 SRR786585 0.9566 CER
TS545 SRR786586 0.957 CER
TS545 SRR786587 0.9463 CER
TS545 SRR786588 0.9493 CER
TS545 SRR786589 0.9602 CER
TS545 SRR786590 0.9634 CER
TS545 SRR786591 0.9554 CER
TS545 SRR786592 0.9577 CER
TS545 SRR786593 0.9607 CER
TS545 SRR786594 0.9634 CER
TS545 SRR786595 0.9551 CER
TS545 SRR786596 0.9579 CER
TS39 SRR10435545 0.972 CER
TS39 SRR10435546 0.9803 CER
TS39 SRR10435547 0.9811 CER
TS39 SRR10435549 0.9089 CER
TS39 SRR12560324 0.9485 CER
TS39 SRR2064660 0.9926 CER
TS39 SRR2064662 0.9883 CER
TS39 SRR2064663 0.9877 CER
TS39 SRR2064665 0.9902 CER
TS39 SRR2064668 0.9917 CER
TS39 SRR2064671 0.9931 CER
TS39 SRR2356898 0.9379 CER
TS39 SRR2356905 0.9525 CER
TS39 SRR2356907 0.9493 CER
TS39 SRR2356916 0.9533 CER
TS39 SRR2356941 0.9272 CER
TS39 SRR2356969 0.9558 CER
TS39 SRR2939611 0.9669 CER
TS39 SRR2939613 0.9707 CER
TS39 SRR2939615 0.97 CER
TS39 SRR3031978 0.921 CER
TS39 SRR3119178 0.9756 CER
TS39 SRR3119184 0.977 CER
TS39 SRR3119185 0.9826 CER
TS39 SRR3119186 0.9829 CER
TS39 SRR3119187 0.9865 CER
TS39 SRR3119188 0.9837 CER
TS39 SRR3119189 0.9824 CER
TS39 SRR3119190 0.9786 CER
TS39 SRR786507 0.9796 CER
TS39 SRR786508 0.9798 CER
TS39 SRR786509 0.9798 CER
TS39 SRR786514 0.9845 CER
TS39 SRR786515 0.977 CER
TS39 SRR786516 0.9793 CER
TS39 SRR786517 0.9782 CER
TS39 SRR786520 0.937 CER
TS39 SRR786521 0.937 CER
TS39 SRR786522 0.9514 CER
TS39 SRR786523 0.9512 CER
TS39 SRR786525 0.974 CER
TS39 SRR786526 0.9617 CER
TS39 SRR786527 0.9697 CER
TS39 SRR786528 0.9801 CER
TS39 SRR786529 0.9608 CER
TS39 SRR786530 0.9639 CER
TS39 SRR786531 0.9518 CER
TS39 SRR786532 0.9461 CER
TS39 SRR786533 0.9567 CER
TS39 SRR786534 0.9591 CER
TS39 SRR786535 0.967 CER
TS39 SRR786536 0.9692 CER
TS39 SRR786537 0.9682 CER
TS39 SRR786538 0.9431 CER
TS39 SRR786539 0.946 CER
TS39 SRR786540 0.9699 CER
TS39 SRR786541 0.9667 CER
TS39 SRR786542 0.9745 CER
TS39 SRR786543 0.9266 CER
TS39 SRR786544 0.9186 CER
TS39 SRR786545 0.9634 CER
TS39 SRR786546 0.9715 CER
TS39 SRR786547 0.9701 CER
TS39 SRR786548 0.9682 CER
TS39 SRR786549 0.9648 CER
TS39 SRR786550 0.972 CER
TS39 SRR786551 0.9724 CER
TS39 SRR786581 0.9527 CER
TS39 SRR786582 0.9588 CER
TS39 SRR786583 0.9529 CER
TS39 SRR786584 0.9581 CER
TS39 SRR786585 0.9622 CER
TS39 SRR786586 0.9627 CER
TS39 SRR786587 0.9521 CER
TS39 SRR786588 0.9546 CER
TS39 SRR786589 0.9661 CER
TS39 SRR786590 0.9693 CER
TS39 SRR786591 0.9609 CER
TS39 SRR786592 0.9629 CER
TS39 SRR786593 0.9669 CER
TS39 SRR786594 0.9693 CER
TS39 SRR786595 0.9609 CER
TS39 SRR786596 0.9635 CER
TS96 SRR10435545 0.9723 CER
TS96 SRR10435546 0.9796 CER
TS96 SRR10435547 0.9808 CER
TS96 SRR10435549 0.9085 CER
TS96 SRR12560324 0.9487 CER
TS96 SRR2064660 0.9904 CER
TS96 SRR2064662 0.9894 CER
TS96 SRR2064663 0.9864 CER
TS96 SRR2064665 0.9871 CER
TS96 SRR2064668 0.9901 CER
TS96 SRR2064671 0.9927 CER
TS96 SRR2356898 0.9367 CER
TS96 SRR2356905 0.9532 CER
TS96 SRR2356907 0.9482 CER
TS96 SRR2356916 0.9496 CER
TS96 SRR2356941 0.926 CER
TS96 SRR2356969 0.9539 CER
TS96 SRR2939611 0.9662 CER
TS96 SRR2939613 0.9711 CER
TS96 SRR2939615 0.9687 CER
TS96 SRR3031978 0.9225 CER
TS96 SRR3119178 0.975 CER
TS96 SRR3119184 0.9766 CER
TS96 SRR3119185 0.9843 CER
TS96 SRR3119186 0.9849 CER
TS96 SRR3119187 0.9856 CER
TS96 SRR3119188 0.9836 CER
TS96 SRR3119189 0.9823 CER
TS96 SRR3119190 0.9781 CER
TS96 SRR786507 0.9801 CER
TS96 SRR786508 0.9804 CER
TS96 SRR786509 0.9802 CER
TS96 SRR786514 0.9825 CER
TS96 SRR786515 0.9749 CER
TS96 SRR786516 0.9775 CER
TS96 SRR786517 0.9761 CER
TS96 SRR786520 0.9367 CER
TS96 SRR786521 0.9365 CER
TS96 SRR786522 0.9513 CER
TS96 SRR786523 0.951 CER
TS96 SRR786525 0.975 CER
TS96 SRR786526 0.9615 CER
TS96 SRR786527 0.9698 CER
TS96 SRR786528 0.9811 CER
TS96 SRR786529 0.9605 CER
TS96 SRR786530 0.9636 CER
TS96 SRR786531 0.9521 CER
TS96 SRR786532 0.9465 CER
TS96 SRR786533 0.9565 CER
TS96 SRR786534 0.959 CER
TS96 SRR786535 0.9666 CER
TS96 SRR786536 0.9688 CER
TS96 SRR786537 0.9676 CER
TS96 SRR786538 0.943 CER
TS96 SRR786539 0.946 CER
TS96 SRR786540 0.9707 CER
TS96 SRR786541 0.9679 CER
TS96 SRR786542 0.9752 CER
TS96 SRR786543 0.9272 CER
TS96 SRR786544 0.9196 CER
TS96 SRR786545 0.9633 CER
TS96 SRR786546 0.9714 CER
TS96 SRR786547 0.9702 CER
TS96 SRR786548 0.9684 CER
TS96 SRR786549 0.965 CER
TS96 SRR786550 0.972 CER
TS96 SRR786551 0.9725 CER
TS96 SRR786581 0.95 CER
TS96 SRR786582 0.9563 CER
TS96 SRR786583 0.9509 CER
TS96 SRR786584 0.957 CER
TS96 SRR786585 0.96 CER
TS96 SRR786586 0.9607 CER
TS96 SRR786587 0.9499 CER
TS96 SRR786588 0.9531 CER
TS96 SRR786589 0.9641 CER
TS96 SRR786590 0.9673 CER
TS96 SRR786591 0.9593 CER
TS96 SRR786592 0.9619 CER
TS96 SRR786593 0.9648 CER
TS96 SRR786594 0.9673 CER
TS96 SRR786595 0.9591 CER
TS96 SRR786596 0.9625 CER
TS118 SRR10435545 0.9796 CER
TS118 SRR10435546 0.9864 CER
TS118 SRR10435547 0.9876 CER
TS118 SRR10435549 0.9147 CER
TS118 SRR12560324 0.9553 CER
TS118 SRR2064660 0.9922 CER
TS118 SRR2064662 0.9946 CER
TS118 SRR2064663 0.9945 CER
TS118 SRR2064665 0.9897 CER
TS118 SRR2064668 0.9914 CER
TS118 SRR2064671 0.9933 CER
TS118 SRR2356898 0.934 CER
TS118 SRR2356905 0.9583 CER
TS118 SRR2356907 0.9563 CER
TS118 SRR2356916 0.9484 CER
TS118 SRR2356941 0.9243 CER
TS118 SRR2356969 0.9513 CER
TS118 SRR2939611 0.9694 CER
TS118 SRR2939613 0.9742 CER
TS118 SRR2939615 0.9722 CER
TS118 SRR3031978 0.9197 CER
TS118 SRR3119178 0.9845 CER
TS118 SRR3119184 0.9855 CER
TS118 SRR3119185 0.9919 CER
TS118 SRR3119186 0.9918 CER
TS118 SRR3119187 0.9931 CER
TS118 SRR3119188 0.9928 CER
TS118 SRR3119189 0.9922 CER
TS118 SRR3119190 0.988 CER
TS118 SRR786507 0.9832 CER
TS118 SRR786508 0.9835 CER
TS118 SRR786509 0.9836 CER
TS118 SRR786514 0.9811 CER
TS118 SRR786515 0.9734 CER
TS118 SRR786516 0.9762 CER
TS118 SRR786517 0.9746 CER
TS118 SRR786520 0.9412 CER
TS118 SRR786521 0.9416 CER
TS118 SRR786522 0.955 CER
TS118 SRR786523 0.9551 CER
TS118 SRR786525 0.9763 CER
TS118 SRR786526 0.9651 CER
TS118 SRR786527 0.9725 CER
TS118 SRR786528 0.9852 CER
TS118 SRR786529 0.9636 CER
TS118 SRR786530 0.9663 CER
TS118 SRR786531 0.9549 CER
