Name RNA Mapping_rate Group
TS212 SRR3119187 0.9945 BIG
TS212 SRR3119188 0.9938 BIG
TS212 SRR3119189 0.9931 BIG
TS212 SRR3119190 0.9888 BIG
TS212 SRR786507 0.9844 BIG
TS212 SRR786508 0.9848 BIG
TS212 SRR786509 0.985 BIG
TS212 SRR786514 0.9812 BIG
TS212 SRR786515 0.9735 BIG
TS212 SRR786516 0.9763 BIG
TS212 SRR786517 0.9747 BIG
TS212 SRR786520 0.9428 BIG
TS212 SRR786521 0.9433 BIG
TS212 SRR786522 0.9563 BIG
TS212 SRR786523 0.9564 BIG
TS212 SRR786525 0.9772 BIG
TS212 SRR786526 0.9667 BIG
TS212 SRR786527 0.9736 BIG
TS212 SRR786528 0.9872 BIG
TS212 SRR786529 0.9648 BIG
TS212 SRR786530 0.9673 BIG
TS212 SRR786531 0.9536 BIG
TS212 SRR786532 0.949 BIG
TS212 SRR786533 0.9609 BIG
TS212 SRR786534 0.9626 BIG
TS212 SRR786535 0.9714 BIG
TS212 SRR786536 0.9728 BIG
TS212 SRR786537 0.9737 BIG
TS212 SRR786538 0.9488 BIG
TS212 SRR786539 0.951 BIG
TS212 SRR786540 0.9739 BIG
TS212 SRR786541 0.9712 BIG
TS212 SRR786542 0.9799 BIG
TS212 SRR786543 0.9296 BIG
TS212 SRR786544 0.9234 BIG
TS212 SRR786545 0.9689 BIG
TS212 SRR786546 0.9759 BIG
TS212 SRR786547 0.9745 BIG
TS212 SRR786548 0.9734 BIG
TS212 SRR786549 0.969 BIG
TS212 SRR786550 0.9753 BIG
TS212 SRR786551 0.9764 BIG
TS212 SRR786581 0.9482 BIG
TS212 SRR786582 0.9547 BIG
TS212 SRR786583 0.9485 BIG
TS212 SRR786584 0.9546 BIG
TS212 SRR786585 0.9584 BIG
TS212 SRR786586 0.9592 BIG
TS212 SRR786587 0.9476 BIG
TS212 SRR786588 0.9507 BIG
TS212 SRR786589 0.9624 BIG
TS212 SRR786590 0.9656 BIG
TS212 SRR786591 0.9571 BIG
TS212 SRR786592 0.9595 BIG
TS212 SRR786593 0.9629 BIG
TS212 SRR786594 0.9655 BIG
TS212 SRR786595 0.9569 BIG
TS212 SRR786596 0.9598 BIG
TS15-CLR SRR10435545 0.9676 PIM
TS15-CLR SRR10435546 0.9752 PIM
TS15-CLR SRR10435547 0.9774 PIM
TS15-CLR SRR10435549 0.9045 PIM
TS15-CLR SRR12560324 0.9445 PIM
TS15-CLR SRR2064660 0.9898 PIM
TS15-CLR SRR2064662 0.9845 PIM
TS15-CLR SRR2064663 0.9811 PIM
TS15-CLR SRR2064665 0.9872 PIM
TS15-CLR SRR2064668 0.9896 PIM
TS15-CLR SRR2064671 0.9918 PIM
TS15-CLR SRR2356898 0.9374 PIM
TS15-CLR SRR2356905 0.9487 PIM
TS15-CLR SRR2356907 0.9429 PIM
TS15-CLR SRR2356916 0.9508 PIM
TS15-CLR SRR2356941 0.9265 PIM
TS15-CLR SRR2356969 0.9543 PIM
TS15-CLR SRR2939611 0.9637 PIM
TS15-CLR SRR2939613 0.9682 PIM
TS15-CLR SRR2939615 0.9663 PIM
TS15-CLR SRR3031978 0.9237 PIM
TS15-CLR SRR3119178 0.9665 PIM
TS15-CLR SRR3119184 0.9667 PIM
TS15-CLR SRR3119185 0.9803 PIM
TS15-CLR SRR3119186 0.9809 PIM
TS15-CLR SRR3119187 0.9806 PIM
TS15-CLR SRR3119188 0.972 PIM
TS15-CLR SRR3119189 0.9714 PIM
TS15-CLR SRR3119190 0.9689 PIM
TS15-CLR SRR786507 0.9767 PIM
TS15-CLR SRR786508 0.9776 PIM
TS15-CLR SRR786509 0.9767 PIM
TS15-CLR SRR786514 0.9838 PIM
TS15-CLR SRR786515 0.9762 PIM
TS15-CLR SRR786516 0.9788 PIM
TS15-CLR SRR786517 0.9773 PIM
TS15-CLR SRR786520 0.9324 PIM
TS15-CLR SRR786521 0.9321 PIM
TS15-CLR SRR786522 0.9477 PIM
TS15-CLR SRR786523 0.9474 PIM
TS15-CLR SRR786525 0.9727 PIM
TS15-CLR SRR786526 0.9587 PIM
TS15-CLR SRR786527 0.9675 PIM
TS15-CLR SRR786528 0.9773 PIM
TS15-CLR SRR786529 0.9579 PIM
TS15-CLR SRR786530 0.9615 PIM
TS15-CLR SRR786531 0.9498 PIM
TS15-CLR SRR786532 0.944 PIM
TS15-CLR SRR786533 0.9535 PIM
TS15-CLR SRR786534 0.9564 PIM
TS15-CLR SRR786535 0.9633 PIM
TS15-CLR SRR786536 0.9661 PIM
TS15-CLR SRR786537 0.9638 PIM
TS15-CLR SRR786538 0.9393 PIM
TS15-CLR SRR786539 0.943 PIM
TS15-CLR SRR786540 0.9683 PIM
TS15-CLR SRR786541 0.9652 PIM
TS15-CLR SRR786542 0.9716 PIM
TS15-CLR SRR786543 0.9245 PIM
TS15-CLR SRR786544 0.9163 PIM
TS15-CLR SRR786545 0.9599 PIM
TS15-CLR SRR786546 0.9687 PIM
TS15-CLR SRR786547 0.9669 PIM
TS15-CLR SRR786548 0.9649 PIM
TS15-CLR SRR786549 0.9628 PIM
TS15-CLR SRR786550 0.9703 PIM
TS15-CLR SRR786551 0.9695 PIM
TS15-CLR SRR786581 0.9515 PIM
TS15-CLR SRR786582 0.9578 PIM
TS15-CLR SRR786583 0.9524 PIM
TS15-CLR SRR786584 0.9583 PIM
TS15-CLR SRR786585 0.9613 PIM
TS15-CLR SRR786586 0.962 PIM
TS15-CLR SRR786587 0.9514 PIM
TS15-CLR SRR786588 0.9544 PIM
TS15-CLR SRR786589 0.9651 PIM
TS15-CLR SRR786590 0.9683 PIM
TS15-CLR SRR786591 0.9604 PIM
TS15-CLR SRR786592 0.9628 PIM
TS15-CLR SRR786593 0.9655 PIM
TS15-CLR SRR786594 0.9679 PIM
TS15-CLR SRR786595 0.96 PIM
TS15-CLR SRR786596 0.9631 PIM
TS697 SRR10435545 0.98 BIG
TS697 SRR10435546 0.9872 BIG
TS697 SRR10435547 0.9876 BIG
TS697 SRR10435549 0.9153 BIG
TS697 SRR12560324 0.9568 BIG
TS697 SRR2064660 0.9921 BIG
TS697 SRR2064662 0.995 BIG
TS697 SRR2064663 0.9963 BIG
TS697 SRR2064665 0.9894 BIG
TS697 SRR2064668 0.9915 BIG
TS697 SRR2064671 0.993 BIG
TS697 SRR2356898 0.9342 BIG
TS697 SRR2356905 0.9583 BIG
TS697 SRR2356907 0.9578 BIG
TS697 SRR2356916 0.9479 BIG
TS697 SRR2356941 0.924 BIG
TS697 SRR2356969 0.9504 BIG
TS697 SRR2939611 0.9697 BIG
TS697 SRR2939613 0.9743 BIG
TS697 SRR2939615 0.9724 BIG
TS697 SRR3031978 0.9191 BIG
TS697 SRR3119178 0.9852 BIG
TS697 SRR3119184 0.9863 BIG
TS697 SRR3119185 0.9934 BIG
TS697 SRR3119186 0.9936 BIG
TS697 SRR3119187 0.9937 BIG
TS697 SRR3119188 0.9936 BIG
TS697 SRR3119189 0.9929 BIG
TS697 SRR3119190 0.9887 BIG
TS697 SRR786507 0.9845 BIG
TS697 SRR786508 0.9846 BIG
TS697 SRR786509 0.9849 BIG
TS697 SRR786514 0.9812 BIG
TS697 SRR786515 0.9736 BIG
TS697 SRR786516 0.9764 BIG
TS697 SRR786517 0.9748 BIG
TS697 SRR786520 0.9428 BIG
TS697 SRR786521 0.9432 BIG
TS697 SRR786522 0.9563 BIG
TS697 SRR786523 0.9564 BIG
TS697 SRR786525 0.9772 BIG
TS697 SRR786526 0.9668 BIG
TS697 SRR786527 0.9738 BIG
TS697 SRR786528 0.9867 BIG
TS697 SRR786529 0.9648 BIG
TS697 SRR786530 0.9673 BIG
TS697 SRR786531 0.9537 BIG
TS697 SRR786532 0.949 BIG
TS697 SRR786533 0.9611 BIG
TS697 SRR786534 0.9627 BIG
TS697 SRR786535 0.9713 BIG
TS697 SRR786536 0.9727 BIG
TS697 SRR786537 0.9734 BIG
TS697 SRR786538 0.9489 BIG
TS697 SRR786539 0.9511 BIG
TS697 SRR786540 0.9737 BIG
TS697 SRR786541 0.9708 BIG
TS697 SRR786542 0.9797 BIG
TS697 SRR786543 0.9309 BIG
TS697 SRR786544 0.924 BIG
TS697 SRR786545 0.9688 BIG
TS697 SRR786546 0.9759 BIG
TS697 SRR786547 0.9746 BIG
TS697 SRR786548 0.9733 BIG
TS697 SRR786549 0.9681 BIG
TS697 SRR786550 0.9746 BIG
TS697 SRR786551 0.9765 BIG
TS697 SRR786581 0.9483 BIG
TS697 SRR786582 0.9547 BIG
TS697 SRR786583 0.9485 BIG
TS697 SRR786584 0.9546 BIG
TS697 SRR786585 0.9584 BIG
TS697 SRR786586 0.9592 BIG
TS697 SRR786587 0.9476 BIG
TS697 SRR786588 0.9507 BIG
TS697 SRR786589 0.9624 BIG
TS697 SRR786590 0.9656 BIG
TS697 SRR786591 0.9571 BIG
TS697 SRR786592 0.9595 BIG
TS697 SRR786593 0.9628 BIG
TS697 SRR786594 0.9654 BIG
TS697 SRR786595 0.9567 BIG
TS697 SRR786596 0.9597 BIG
PAS014479 SRR10435545 0.9655 PIM
PAS014479 SRR10435546 0.9725 PIM
PAS014479 SRR10435547 0.9759 PIM
PAS014479 SRR10435549 0.9011 PIM
PAS014479 SRR12560324 0.9404 PIM
PAS014479 SRR2064660 0.9899 PIM
PAS014479 SRR2064662 0.9821 PIM
PAS014479 SRR2064663 0.9803 PIM
PAS014479 SRR2064665 0.9876 PIM
PAS014479 SRR2064668 0.9879 PIM
PAS014479 SRR2064671 0.991 PIM
PAS014479 SRR2356898 0.9383 PIM
PAS014479 SRR2356905 0.9454 PIM
PAS014479 SRR2356907 0.9415 PIM
PAS014479 SRR2356916 0.9524 PIM
PAS014479 SRR2356941 0.9245 PIM
PAS014479 SRR2356969 0.9546 PIM
PAS014479 SRR2939611 0.9637 PIM
PAS014479 SRR2939613 0.9678 PIM
PAS014479 SRR2939615 0.9662 PIM
PAS014479 SRR3031978 0.9229 PIM
PAS014479 SRR3119178 0.9696 PIM
PAS014479 SRR3119184 0.9705 PIM
PAS014479 SRR3119185 0.9761 PIM
PAS014479 SRR3119186 0.977 PIM
PAS014479 SRR3119187 0.9815 PIM
PAS014479 SRR3119188 0.9772 PIM
PAS014479 SRR3119189 0.9761 PIM
PAS014479 SRR3119190 0.9731 PIM
PAS014479 SRR786507 0.9759 PIM
PAS014479 SRR786508 0.9766 PIM
PAS014479 SRR786509 0.9758 PIM
PAS014479 SRR786514 0.9851 PIM
PAS014479 SRR786515 0.9778 PIM
PAS014479 SRR786516 0.98 PIM
PAS014479 SRR786517 0.9789 PIM
PAS014479 SRR786520 0.9311 PIM
PAS014479 SRR786521 0.9307 PIM
PAS014479 SRR786522 0.9453 PIM
PAS014479 SRR786523 0.9449 PIM
PAS014479 SRR786525 0.9713 PIM
PAS014479 SRR786526 0.9551 PIM
PAS014479 SRR786527 0.9641 PIM
PAS014479 SRR786528 0.9753 PIM
PAS014479 SRR786529 0.955 PIM
PAS014479 SRR786530 0.959 PIM
PAS014479 SRR786531 0.9371 PIM
PAS014479 SRR786532 0.9313 PIM
PAS014479 SRR786533 0.9523 PIM
PAS014479 SRR786534 0.9553 PIM
PAS014479 SRR786535 0.9622 PIM
PAS014479 SRR786536 0.965 PIM
PAS014479 SRR786537 0.9627 PIM
PAS014479 SRR786538 0.9379 PIM
PAS014479 SRR786539 0.9415 PIM
PAS014479 SRR786540 0.9669 PIM
PAS014479 SRR786541 0.9633 PIM
PAS014479 SRR786542 0.9708 PIM
PAS014479 SRR786543 0.9078 PIM
PAS014479 SRR786544 0.8991 PIM
PAS014479 SRR786545 0.958 PIM
PAS014479 SRR786546 0.9673 PIM
PAS014479 SRR786547 0.9642 PIM
PAS014479 SRR786548 0.9624 PIM
PAS014479 SRR786549 0.9599 PIM
PAS014479 SRR786550 0.9682 PIM
PAS014479 SRR786551 0.9687 PIM
PAS014479 SRR786581 0.9534 PIM
PAS014479 SRR786582 0.9597 PIM
PAS014479 SRR786583 0.9544 PIM
PAS014479 SRR786584 0.9599 PIM
PAS014479 SRR786585 0.9629 PIM
PAS014479 SRR786586 0.9637 PIM
PAS014479 SRR786587 0.9538 PIM
PAS014479 SRR786588 0.9561 PIM
PAS014479 SRR786589 0.967 PIM
PAS014479 SRR786590 0.9704 PIM
PAS014479 SRR786591 0.9626 PIM
PAS014479 SRR786592 0.9648 PIM
PAS014479 SRR786593 0.9681 PIM
PAS014479 SRR786594 0.9708 PIM
PAS014479 SRR786595 0.9627 PIM
PAS014479 SRR786596 0.9657 PIM
TS698 SRR10435545 0.9803 BIG
TS698 SRR10435546 0.9873 BIG
TS698 SRR10435547 0.9875 BIG
TS698 SRR10435549 0.9152 BIG
TS698 SRR12560324 0.9525 BIG
TS698 SRR2064660 0.9898 BIG
TS698 SRR2064662 0.9939 BIG
TS698 SRR2064663 0.9964 BIG
TS698 SRR2064665 0.9871 BIG
TS698 SRR2064668 0.9876 BIG
TS698 SRR2064671 0.9912 BIG
TS698 SRR2356898 0.9276 BIG
TS698 SRR2356905 0.9504 BIG
TS698 SRR2356907 0.9554 BIG
TS698 SRR2356916 0.943 BIG
TS698 SRR2356941 0.9177 BIG
TS698 SRR2356969 0.9438 BIG
TS698 SRR2939611 0.9697 BIG
TS698 SRR2939613 0.9744 BIG
TS698 SRR2939615 0.9722 BIG
TS698 SRR3031978 0.9191 BIG
TS698 SRR3119178 0.9815 BIG
TS698 SRR3119184 0.9839 BIG
TS698 SRR3119185 0.9927 BIG
TS698 SRR3119186 0.9934 BIG
TS698 SRR3119187 0.9922 BIG
TS698 SRR3119188 0.9912 BIG
TS698 SRR3119189 0.9913 BIG
TS698 SRR3119190 0.9865 BIG
TS698 SRR786507 0.9841 BIG
TS698 SRR786508 0.9836 BIG
TS698 SRR786509 0.9845 BIG
TS698 SRR786514 0.9806 BIG
TS698 SRR786515 0.973 BIG
TS698 SRR786516 0.9758 BIG
TS698 SRR786517 0.9742 BIG
TS698 SRR786520 0.9424 BIG
TS698 SRR786521 0.9427 BIG
TS698 SRR786522 0.9561 BIG
TS698 SRR786523 0.9562 BIG
TS698 SRR786525 0.9754 BIG
TS698 SRR786526 0.9665 BIG
TS698 SRR786527 0.9736 BIG
TS698 SRR786528 0.9864 BIG
TS698 SRR786529 0.9645 BIG
TS698 SRR786530 0.9672 BIG
TS698 SRR786531 0.9548 BIG
TS698 SRR786532 0.9492 BIG
TS698 SRR786533 0.9608 BIG
TS698 SRR786534 0.9625 BIG
TS698 SRR786535 0.9711 BIG
TS698 SRR786536 0.9727 BIG
TS698 SRR786537 0.9734 BIG
TS698 SRR786538 0.948 BIG
TS698 SRR786539 0.9503 BIG
TS698 SRR786540 0.9729 BIG
TS698 SRR786541 0.9695 BIG
TS698 SRR786542 0.9796 BIG
TS698 SRR786543 0.9317 BIG
TS698 SRR786544 0.9248 BIG
TS698 SRR786545 0.968 BIG
TS698 SRR786546 0.9751 BIG
TS698 SRR786547 0.9743 BIG
TS698 SRR786548 0.9729 BIG
TS698 SRR786549 0.9649 BIG
TS698 SRR786550 0.972 BIG
TS698 SRR786551 0.9763 BIG
TS698 SRR786581 0.9479 BIG
TS698 SRR786582 0.9542 BIG
TS698 SRR786583 0.9482 BIG
TS698 SRR786584 0.9541 BIG
TS698 SRR786585 0.9582 BIG
TS698 SRR786586 0.9588 BIG
TS698 SRR786587 0.9472 BIG
TS698 SRR786588 0.9501 BIG
TS698 SRR786589 0.9621 BIG
TS698 SRR786590 0.9653 BIG
TS698 SRR786591 0.9568 BIG
TS698 SRR786592 0.9591 BIG
TS698 SRR786593 0.9626 BIG
TS698 SRR786594 0.9652 BIG
TS698 SRR786595 0.9565 BIG
TS698 SRR786596 0.9595 BIG
TS685 SRR10435545 0.9802 BIG
TS685 SRR10435546 0.9872 BIG
TS685 SRR10435547 0.9881 BIG
TS685 SRR10435549 0.9154 BIG
TS685 SRR12560324 0.9566 BIG
TS685 SRR2064660 0.9925 BIG
TS685 SRR2064662 0.9965 BIG
TS685 SRR2064663 0.9965 BIG
TS685 SRR2064665 0.9899 BIG
TS685 SRR2064668 0.9917 BIG
TS685 SRR2064671 0.9938 BIG
TS685 SRR2356898 0.934 BIG
TS685 SRR2356905 0.9592 BIG
TS685 SRR2356907 0.9578 BIG
TS685 SRR2356916 0.948 BIG
TS685 SRR2356941 0.9238 BIG
TS685 SRR2356969 0.9506 BIG
TS685 SRR2939611 0.9694 BIG
TS685 SRR2939613 0.9737 BIG
TS685 SRR2939615 0.9721 BIG
TS685 SRR3031978 0.9191 BIG
TS685 SRR3119178 0.9854 BIG
TS685 SRR3119184 0.9865 BIG
TS685 SRR3119185 0.9924 BIG
TS685 SRR3119186 0.9921 BIG
TS685 SRR3119187 0.9942 BIG
TS685 SRR3119188 0.9939 BIG
TS685 SRR3119189 0.9932 BIG
TS685 SRR3119190 0.989 BIG
TS685 SRR786507 0.9842 BIG
TS685 SRR786508 0.9845 BIG
TS685 SRR786509 0.9847 BIG
TS685 SRR786514 0.981 BIG
TS685 SRR786515 0.9732 BIG
TS685 SRR786516 0.9761 BIG
TS685 SRR786517 0.9745 BIG
TS685 SRR786520 0.9424 BIG
TS685 SRR786521 0.9429 BIG
TS685 SRR786522 0.956 BIG
TS685 SRR786523 0.956 BIG
TS685 SRR786525 0.9769 BIG
TS685 SRR786526 0.9657 BIG
TS685 SRR786527 0.9729 BIG
TS685 SRR786528 0.9855 BIG
TS685 SRR786529 0.9644 BIG
TS685 SRR786530 0.967 BIG
TS685 SRR786531 0.9538 BIG
TS685 SRR786532 0.9489 BIG
TS685 SRR786533 0.9607 BIG
TS685 SRR786534 0.9624 BIG
TS685 SRR786535 0.9709 BIG
TS685 SRR786536 0.9725 BIG
TS685 SRR786537 0.9733 BIG
TS685 SRR786538 0.9486 BIG
TS685 SRR786539 0.9507 BIG
TS685 SRR786540 0.9737 BIG
TS685 SRR786541 0.9708 BIG
TS685 SRR786542 0.9796 BIG
TS685 SRR786543 0.9302 BIG
TS685 SRR786544 0.9235 BIG
TS685 SRR786545 0.9684 BIG
TS685 SRR786546 0.9755 BIG
TS685 SRR786547 0.9742 BIG
TS685 SRR786548 0.973 BIG
TS685 SRR786549 0.9685 BIG
TS685 SRR786550 0.9749 BIG
TS685 SRR786551 0.9762 BIG
TS685 SRR786581 0.948 BIG
TS685 SRR786582 0.9544 BIG
TS685 SRR786583 0.9482 BIG
TS685 SRR786584 0.9544 BIG
TS685 SRR786585 0.9583 BIG
TS685 SRR786586 0.959 BIG
TS685 SRR786587 0.9473 BIG
TS685 SRR786588 0.9504 BIG
TS685 SRR786589 0.9622 BIG
TS685 SRR786590 0.9653 BIG
TS685 SRR786591 0.9569 BIG
TS685 SRR786592 0.9592 BIG
TS685 SRR786593 0.9626 BIG
TS685 SRR786594 0.9652 BIG
TS685 SRR786595 0.9566 BIG
TS685 SRR786596 0.9595 BIG
SL4.0 SRR10435545 0.9796 BIG
SL4.0 SRR10435546 0.9866 BIG
SL4.0 SRR10435547 0.9874 BIG
SL4.0 SRR10435549 0.9151 BIG
SL4.0 SRR12560324 0.9567 BIG
SL4.0 SRR2064660 0.9905 BIG
SL4.0 SRR2064662 0.997 BIG
SL4.0 SRR2064663 0.9964 BIG
SL4.0 SRR2064665 0.9898 BIG
SL4.0 SRR2064668 0.9895 BIG
SL4.0 SRR2064671 0.9942 BIG
SL4.0 SRR2356898 0.9326 BIG
SL4.0 SRR2356905 0.9606 BIG
SL4.0 SRR2356907 0.9572 BIG
SL4.0 SRR2356916 0.9479 BIG
SL4.0 SRR2356941 0.9229 BIG
SL4.0 SRR2356969 0.9514 BIG
SL4.0 SRR2939611 0.9688 BIG
SL4.0 SRR2939613 0.9737 BIG
SL4.0 SRR2939615 0.9715 BIG
SL4.0 SRR3031978 0.9185 BIG
SL4.0 SRR3119178 0.9849 BIG
SL4.0 SRR3119184 0.9858 BIG
SL4.0 SRR3119185 0.9929 BIG
SL4.0 SRR3119186 0.9932 BIG
SL4.0 SRR3119187 0.9937 BIG
SL4.0 SRR3119188 0.9932 BIG
SL4.0 SRR3119189 0.9925 BIG
SL4.0 SRR3119190 0.9884 BIG
SL4.0 SRR786507 0.9841 BIG
SL4.0 SRR786508 0.9845 BIG
SL4.0 SRR786509 0.9845 BIG
SL4.0 SRR786514 0.9805 BIG
SL4.0 SRR786515 0.9729 BIG
SL4.0 SRR786516 0.9758 BIG
SL4.0 SRR786517 0.9741 BIG
SL4.0 SRR786520 0.9415 BIG
SL4.0 SRR786521 0.942 BIG
SL4.0 SRR786522 0.9542 BIG
SL4.0 SRR786523 0.954 BIG
SL4.0 SRR786525 0.9767 BIG
SL4.0 SRR786526 0.9663 BIG
SL4.0 SRR786527 0.9734 BIG
SL4.0 SRR786528 0.9864 BIG
SL4.0 SRR786529 0.9646 BIG
SL4.0 SRR786530 0.9672 BIG
SL4.0 SRR786531 0.9552 BIG
SL4.0 SRR786532 0.9503 BIG
SL4.0 SRR786533 0.9603 BIG
SL4.0 SRR786534 0.962 BIG
SL4.0 SRR786535 0.9693 BIG
SL4.0 SRR786536 0.9709 BIG
SL4.0 SRR786537 0.9725 BIG
SL4.0 SRR786538 0.9481 BIG
SL4.0 SRR786539 0.9503 BIG
SL4.0 SRR786540 0.9731 BIG
SL4.0 SRR786541 0.9703 BIG
SL4.0 SRR786542 0.979 BIG
SL4.0 SRR786543 0.932 BIG
SL4.0 SRR786544 0.9254 BIG
SL4.0 SRR786545 0.9684 BIG
SL4.0 SRR786546 0.9754 BIG
SL4.0 SRR786547 0.9741 BIG
SL4.0 SRR786548 0.9729 BIG
SL4.0 SRR786549 0.9687 BIG
SL4.0 SRR786550 0.9751 BIG
SL4.0 SRR786551 0.976 BIG
SL4.0 SRR786581 0.9472 BIG
SL4.0 SRR786582 0.9535 BIG
SL4.0 SRR786583 0.9475 BIG
SL4.0 SRR786584 0.9536 BIG
SL4.0 SRR786585 0.9574 BIG
SL4.0 SRR786586 0.9581 BIG
SL4.0 SRR786587 0.9465 BIG
SL4.0 SRR786588 0.9498 BIG
SL4.0 SRR786589 0.9614 BIG
SL4.0 SRR786590 0.9646 BIG
SL4.0 SRR786591 0.9562 BIG
SL4.0 SRR786592 0.9585 BIG
SL4.0 SRR786593 0.962 BIG
SL4.0 SRR786594 0.9645 BIG
SL4.0 SRR786595 0.9559 BIG
SL4.0 SRR786596 0.9588 BIG
SL5.0 SRR10435545 0.9806 BIG
SL5.0 SRR10435546 0.9876 BIG
SL5.0 SRR10435547 0.9884 BIG
SL5.0 SRR10435549 0.9159 BIG
SL5.0 SRR12560324 0.9569 BIG
SL5.0 SRR2064660 0.9924 BIG
SL5.0 SRR2064662 0.9976 BIG
SL5.0 SRR2064663 0.9971 BIG
SL5.0 SRR2064665 0.9905 BIG
SL5.0 SRR2064668 0.991 BIG
SL5.0 SRR2064671 0.9948 BIG
SL5.0 SRR2356898 0.9342 BIG
SL5.0 SRR2356905 0.9609 BIG
SL5.0 SRR2356907 0.9582 BIG
SL5.0 SRR2356916 0.9485 BIG
SL5.0 SRR2356941 0.9243 BIG
SL5.0 SRR2356969 0.9518 BIG
SL5.0 SRR2939611 0.9699 BIG
SL5.0 SRR2939613 0.9746 BIG
SL5.0 SRR2939615 0.9727 BIG
SL5.0 SRR3031978 0.9193 BIG
SL5.0 SRR3119178 0.9863 BIG
SL5.0 SRR3119184 0.9872 BIG
SL5.0 SRR3119185 0.993 BIG
SL5.0 SRR3119186 0.9934 BIG
SL5.0 SRR3119187 0.9949 BIG
SL5.0 SRR3119188 0.9945 BIG
SL5.0 SRR3119189 0.9939 BIG
SL5.0 SRR3119190 0.9898 BIG
SL5.0 SRR786507 0.9845 BIG
SL5.0 SRR786508 0.9849 BIG
SL5.0 SRR786509 0.985 BIG
SL5.0 SRR786514 0.9812 BIG
SL5.0 SRR786515 0.9735 BIG
SL5.0 SRR786516 0.9763 BIG
SL5.0 SRR786517 0.9746 BIG
SL5.0 SRR786520 0.9429 BIG
SL5.0 SRR786521 0.9434 BIG
SL5.0 SRR786522 0.9567 BIG
SL5.0 SRR786523 0.9567 BIG
SL5.0 SRR786525 0.9772 BIG
SL5.0 SRR786526 0.9672 BIG
SL5.0 SRR786527 0.9742 BIG
SL5.0 SRR786528 0.9873 BIG
SL5.0 SRR786529 0.9652 BIG
SL5.0 SRR786530 0.9677 BIG
SL5.0 SRR786531 0.9559 BIG
SL5.0 SRR786532 0.9509 BIG
SL5.0 SRR786533 0.9611 BIG
SL5.0 SRR786534 0.9627 BIG
SL5.0 SRR786535 0.9714 BIG
SL5.0 SRR786536 0.9729 BIG
SL5.0 SRR786537 0.9737 BIG
SL5.0 SRR786538 0.949 BIG
SL5.0 SRR786539 0.9512 BIG
SL5.0 SRR786540 0.974 BIG
SL5.0 SRR786541 0.971 BIG
SL5.0 SRR786542 0.9799 BIG
SL5.0 SRR786543 0.9329 BIG
SL5.0 SRR786544 0.9262 BIG
SL5.0 SRR786545 0.969 BIG
SL5.0 SRR786546 0.9761 BIG
SL5.0 SRR786547 0.9749 BIG
SL5.0 SRR786548 0.9737 BIG
SL5.0 SRR786549 0.969 BIG
SL5.0 SRR786550 0.9754 BIG
SL5.0 SRR786551 0.9766 BIG
SL5.0 SRR786581 0.9483 BIG
SL5.0 SRR786582 0.9546 BIG
SL5.0 SRR786583 0.9484 BIG
SL5.0 SRR786584 0.9545 BIG
SL5.0 SRR786585 0.9585 BIG
SL5.0 SRR786586 0.9591 BIG
SL5.0 SRR786587 0.9475 BIG
SL5.0 SRR786588 0.9506 BIG
SL5.0 SRR786589 0.9623 BIG
SL5.0 SRR786590 0.9655 BIG
SL5.0 SRR786591 0.957 BIG
SL5.0 SRR786592 0.9594 BIG
SL5.0 SRR786593 0.9628 BIG
SL5.0 SRR786594 0.9654 BIG
SL5.0 SRR786595 0.9567 BIG
SL5.0 SRR786596 0.9596 BIG
TS12 SRR10435545 0.9775 BIG
TS12 SRR10435546 0.9845 BIG
TS12 SRR10435547 0.9854 BIG
TS12 SRR10435549 0.9135 BIG
TS12 SRR12560324 0.9531 BIG
TS12 SRR2064660 0.9893 BIG
TS12 SRR2064662 0.9937 BIG
TS12 SRR2064663 0.9913 BIG
TS12 SRR2064665 0.987 BIG
TS12 SRR2064668 0.9887 BIG
TS12 SRR2064671 0.992 BIG
TS12 SRR2356898 0.9324 BIG
TS12 SRR2356905 0.9576 BIG
TS12 SRR2356907 0.9534 BIG
TS12 SRR2356916 0.9464 BIG
TS12 SRR2356941 0.9228 BIG
TS12 SRR2356969 0.9499 BIG
TS12 SRR2939611 0.9694 BIG
TS12 SRR2939613 0.9739 BIG
TS12 SRR2939615 0.9722 BIG
TS12 SRR3031978 0.9165 BIG
TS12 SRR3119178 0.9805 BIG
TS12 SRR3119184 0.9819 BIG
TS12 SRR3119185 0.9854 BIG
TS12 SRR3119186 0.9828 BIG
TS12 SRR3119187 0.9896 BIG
TS12 SRR3119188 0.9885 BIG
TS12 SRR3119189 0.9875 BIG
TS12 SRR3119190 0.9833 BIG
TS12 SRR786507 0.9826 BIG
TS12 SRR786508 0.983 BIG
TS12 SRR786509 0.983 BIG
TS12 SRR786514 0.9798 BIG
TS12 SRR786515 0.9719 BIG
TS12 SRR786516 0.9749 BIG
TS12 SRR786517 0.9731 BIG
TS12 SRR786520 0.9406 BIG
TS12 SRR786521 0.9407 BIG
TS12 SRR786522 0.9547 BIG
TS12 SRR786523 0.9547 BIG
TS12 SRR786525 0.9761 BIG
TS12 SRR786526 0.9653 BIG
TS12 SRR786527 0.9726 BIG
TS12 SRR786528 0.9845 BIG
TS12 SRR786529 0.9638 BIG
TS12 SRR786530 0.9664 BIG
TS12 SRR786531 0.9547 BIG
TS12 SRR786532 0.9495 BIG
