QTN	h2_simulated	kinship_used	phenotype_simulated	h2_estimated	rep
1000	0.75	snps	snps	0.717143050794942	18
1000	0.75	snps	snps	0.828221171010353	19
1000	0.75	snps	snps	0.803397410930932	20
1000	0.75	snps	snps	0.752979242330775	21
1000	0.75	snps	snps	0.80029344175358	22
1000	0.75	snps	snps	0.655230038524257	23
1000	0.75	snps	snps	0.714365080612285	24
1000	0.75	snps	snps	0.834011007026195	25
1000	0.75	snps	snps	0.693591284504251	26
1000	0.75	snps	snps	0.845223030138727	27
1000	0.75	snps	snps	0.612451565717118	28
1000	0.75	snps	snps	0.719328251222242	29
1000	0.75	snps	snps	0.687739110239915	30
1000	0.75	snps	snps	0.749908877318075	31
1000	0.75	snps	snps	0.674857847190168	32
1000	0.75	snps	snps	0.808444151375392	33
1000	0.75	snps	snps	0.867251085074196	34
1000	0.75	snps	snps	0.771624102110338	35
1000	0.75	snps	snps	0.758646029098127	36
1000	0.75	snps	snps	0.766844886315293	37
1000	0.75	snps	snps	0.702464781844997	38
1000	0.75	snps	snps	0.831527686199689	39
1000	0.75	snps	snps	0.713844794945013	40
1000	0.75	snps	snps	0.783003641531933	41
1000	0.75	snps	snps	0.532450388623273	42
1000	0.75	snps	snps	0.745433535764138	43
1000	0.75	snps	snps	0.84606940959948	44
1000	0.75	snps	snps	0.820726361641803	45
1000	0.75	snps	snps	0.70096042181073	46
1000	0.75	snps	snps	0.753440002710498	47
1000	0.75	snps	snps	0.669237907435332	48
1000	0.75	snps	snps	0.752145126448021	49
1000	0.75	snps	snps	0.650277858309874	50
1000	0.75	snps	snps	0.675744590639544	51
1000	0.75	snps	snps	0.769847393357579	52
1000	0.75	snps	snps	0.770511245543934	53
1000	0.75	snps	snps	0.679996258016097	54
1000	0.75	snps	snps	0.601047539060342	55
1000	0.75	snps	snps	0.767648607297949	56
1000	0.75	snps	snps	0.641826893031976	57
1000	0.75	snps	snps	0.785004314063848	58
1000	0.75	snps	snps	0.727397271587885	59
1000	0.75	snps	snps	0.661312978559346	60
1000	0.75	snps	snps	0.719978147604436	61
1000	0.75	snps	snps	0.851593568784932	62
1000	0.75	snps	snps	0.774325059318958	63
1000	0.75	snps	snps	0.844450274584788	64
1000	0.75	snps	snps	0.698169468830852	65
1000	0.75	snps	snps	0.625623118422116	66
1000	0.75	snps	snps	0.812985648215397	67
1000	0.75	snps	snps	0.773471205867193	68
1000	0.75	snps	snps	0.727741275524255	69
1000	0.75	snps	snps	0.594806554811388	70
1000	0.75	snps	snps	0.781153449573589	71
1000	0.75	snps	snps	0.833281886256924	72
1000	0.75	snps	snps	0.657082546551396	73
1000	0.75	snps	snps	0.794045554592143	74
1000	0.75	snps	snps	0.748177813376051	75
1000	0.75	snps	snps	0.799248559305427	76
1000	0.75	snps	snps	0.770998468535363	77
1000	0.75	snps	snps	0.689326825841846	78
1000	0.75	snps	snps	0.680276937536034	79
1000	0.75	snps	snps	0.90372349418744	80
1000	0.75	snps	snps	0.775323908457727	81
1000	0.75	snps	snps	0.711047875272344	82
1000	0.75	snps	snps	0.76719211158313	83
1000	0.75	snps	snps	0.726096968750397	84
1000	0.75	snps	snps	0.65589216276931	85
1000	0.75	snps	snps	0.710611965158908	86
1000	0.75	snps	snps	0.847867012021408	87
1000	0.75	snps	snps	0.8304959678555	88
1000	0.75	snps	snps	0.773521900551538	89
1000	0.75	snps	snps	0.667330389461723	90
1000	0.75	snps	snps	0.685950836380499	91
1000	0.75	snps	snps	0.772767793379597	92
1000	0.75	snps	snps	0.731677160629066	93
1000	0.75	snps	snps	0.812707074468181	94
1000	0.75	snps	snps	0.845465082721849	95
1000	0.75	snps	snps	0.724986132517565	96
1000	0.75	snps	snps	0.712002351163319	97
1000	0.75	snps	snps	0.665191256526744	98
1000	0.75	snps	snps	0.676507408714235	99
1000	0.75	snps	snps	0.726197630002561	100
1000	0.9	snps	snps	0.931995669187935	1
1000	0.9	snps	snps	0.944175689508256	2
1000	0.9	snps	snps	0.917293233082707	3
1000	0.9	snps	snps	0.829428786238824	4
1000	0.9	snps	snps	0.800950848213821	5
1000	0.9	snps	snps	0.856403892368908	6
1000	0.9	snps	snps	0.799916743087284	7
1000	0.9	snps	snps	0.927625036574157	8
1000	0.9	snps	snps	0.822607687912288	9
1000	0.9	snps	snps	0.85810452252368	10
1000	0.9	snps	snps	0.908474495304155	11
1000	0.9	snps	snps	0.872824662763287	12
1000	0.9	snps	snps	0.98401653777121	13
1000	0.9	snps	snps	0.784313863792862	14
1000	0.9	snps	snps	0.87835597026552	15
1000	0.9	snps	snps	0.944191493252731	16
1000	0.9	snps	snps	0.956934570612878	17
1000	0.9	snps	snps	0.924160119901624	18
1000	0.9	snps	snps	0.893968348867086	19
1000	0.9	snps	snps	0.894836766337866	20
1000	0.9	snps	snps	0.786439619559996	21
1000	0.9	snps	snps	1	22
1000	0.9	snps	snps	0.943913570458844	23
1000	0.9	snps	snps	0.857682914405447	24
1000	0.9	snps	snps	0.792206446354114	25
1000	0.9	snps	snps	0.843002068445909	26
1000	0.9	snps	snps	0.920889711682871	27
1000	0.9	snps	snps	0.970962427217635	28
1000	0.9	snps	snps	0.921253057320916	29
1000	0.9	snps	snps	0.91447072994816	30
1000	0.9	snps	snps	0.852012040978939	31
1000	0.9	snps	snps	0.782614548026043	32
1000	0.9	snps	snps	0.791820335623514	33
1000	0.9	snps	snps	0.840993438742875	34
1000	0.9	snps	snps	1	35
1000	0.9	snps	snps	0.891362641123465	36
1000	0.9	snps	snps	0.836174738332	37
1000	0.9	snps	snps	0.909613279635441	38
1000	0.9	snps	snps	0.861960969139052	39
1000	0.9	snps	snps	0.957425631981721	40
1000	0.9	snps	snps	0.9316395981204	41
1000	0.9	snps	snps	0.803996624494181	42
1000	0.9	snps	snps	0.799707554918924	43
1000	0.9	snps	snps	0.967965611824402	44
1000	0.9	snps	snps	0.922800786596527	45
1000	0.9	snps	snps	0.936015339021137	46
1000	0.9	snps	snps	0.792074101094729	47
1000	0.9	snps	snps	0.878785448305943	48
1000	0.9	snps	snps	0.931120831780805	49
1000	0.9	snps	snps	0.836925719748556	50
1000	0.9	snps	snps	1	51
1000	0.9	snps	snps	0.879743910978578	52
1000	0.9	snps	snps	0.928533666600305	53
1000	0.9	snps	snps	1	54
1000	0.9	snps	snps	0.851819906331143	55
1000	0.9	snps	snps	1	56
1000	0.9	snps	snps	0.784138907667943	57
1000	0.9	snps	snps	0.866044651782739	58
1000	0.9	snps	snps	0.903340314228742	59
1000	0.9	snps	snps	0.891961882070146	60
1000	0.9	snps	snps	0.858759715383559	61
1000	0.9	snps	snps	1	62
1000	0.9	snps	snps	0.855151248178681	63
1000	0.9	snps	snps	0.871305323498844	64
1000	0.9	snps	snps	0.952989389480665	65
1000	0.9	snps	snps	1	66
1000	0.9	snps	snps	0.735872325402887	67
1000	0.9	snps	snps	0.919823777596888	68
1000	0.9	snps	snps	0.896103105245697	69
1000	0.9	snps	snps	0.928125011887237	70
1000	0.9	snps	snps	0.870665480197283	71
1000	0.9	snps	snps	0.908834640736742	72
1000	0.9	snps	snps	0.74911678523346	73
1000	0.9	snps	snps	0.815390173410405	74
1000	0.9	snps	snps	0.796727816785781	75
1000	0.9	snps	snps	0.940613473232426	76
1000	0.9	snps	snps	0.862484894191192	77
1000	0.9	snps	snps	0.832613792029266	78
1000	0.9	snps	snps	0.967625861304467	79
1000	0.9	snps	snps	0.991004878183507	80
1000	0.9	snps	snps	0.938250805406304	81
1000	0.9	snps	snps	0.843629517305068	82
1000	0.9	snps	snps	0.92451366073807	83
1000	0.9	snps	snps	0.910790085121488	84
1000	0.9	snps	snps	0.869223757477546	85
1000	0.9	snps	snps	0.864738178508121	86
1000	0.9	snps	snps	0.89596457504647	87
1000	0.9	snps	snps	0.990683029211856	88
1000	0.9	snps	snps	0.957128244920993	89
1000	0.9	snps	snps	1	90
1000	0.9	snps	snps	0.969636456544317	91
1000	0.9	snps	snps	0.837947477407168	92
1000	0.9	snps	snps	0.885842408098539	93
1000	0.9	snps	snps	0.845222010357871	94
1000	0.9	snps	snps	0.808853611608069	95
1000	0.9	snps	snps	0.836222251671694	96
1000	0.9	snps	snps	0.961085814968462	97
1000	0.9	snps	snps	0.847381770477764	98
1000	0.9	snps	snps	0.957923729716943	99
1000	0.9	snps	snps	0.823982693677901	100
10	0.15	snps	svs	0.120291134272035	1
10	0.15	snps	svs	0.192147608404378	2
10	0.15	snps	svs	0.0100902518075293	3
10	0.15	snps	svs	0.0283275493846803	4
10	0.15	snps	svs	0.00917090876456481	5
10	0.15	snps	svs	0.268281522260663	6
10	0.15	snps	svs	0	7
10	0.15	snps	svs	0.0439927148112201	8
10	0.15	snps	svs	0.0476108941514466	9
10	0.15	snps	svs	0.0144865399514024	10
10	0.15	snps	svs	0.154900599233598	11
10	0.15	snps	svs	0.282274141375037	12
10	0.15	snps	svs	0.195038909552202	13
10	0.15	snps	svs	0.103767729523361	14
10	0.15	snps	svs	0.00318296356643489	15
10	0.15	snps	svs	0.00712903869166334	16
10	0.15	snps	svs	0.277221263583408	17
10	0.15	snps	svs	0.0147195625708534	18
10	0.15	snps	svs	0.125202882587414	19
10	0.15	snps	svs	0	20
10	0.15	snps	svs	0.146689278499638	21
10	0.15	snps	svs	0	22
10	0.15	snps	svs	0.0278730814392769	23
10	0.15	snps	svs	0.282249161890783	24
10	0.15	snps	svs	0.0995827113515772	25
10	0.15	snps	svs	0	26
10	0.15	snps	svs	0.126401983337108	27
10	0.15	snps	svs	0.322136935769888	28
10	0.15	snps	svs	0.254229081795651	29
10	0.15	snps	svs	0.147959602757146	30
10	0.15	snps	svs	0.0107587678623069	31
10	0.15	snps	svs	0.0852686870777817	32
10	0.15	snps	svs	0.162145305599595	33
10	0.15	snps	svs	0.017809624555208	34
10	0.15	snps	svs	0.170617590768702	35
10	0.15	snps	svs	0.137230738352693	36
10	0.15	snps	svs	0.242275256652952	37
10	0.15	snps	svs	0.1602004942121	38
10	0.15	snps	svs	0.0873988035892323	39
10	0.15	snps	svs	0.143474817312817	40
10	0.15	snps	svs	0.178212356387054	41
10	0.15	snps	svs	0.170318123840961	42
10	0.15	snps	svs	0.143278183068965	43
10	0.15	snps	svs	0	44
10	0.15	snps	svs	0	45
10	0.15	snps	svs	0	46
10	0.15	snps	svs	0	47
10	0.15	snps	svs	0	48
10	0.15	snps	svs	0.101549886664413	49
10	0.15	snps	svs	0.118815038837016	50
10	0.15	snps	svs	0	51
10	0.15	snps	svs	0	52
10	0.15	snps	svs	0.237646842529653	53
10	0.15	snps	svs	0.148529650069096	54
10	0.15	snps	svs	0.223872307328928	55
10	0.15	snps	svs	0.0594503740648379	56
10	0.15	snps	svs	0.0833187842630605	57
10	0.15	snps	svs	0.178702685754428	58
10	0.15	snps	svs	0.234040419485711	59
10	0.15	snps	svs	0.217904927705986	60
10	0.15	snps	svs	0	61
10	0.15	snps	svs	0.0650884093886006	62
10	0.15	snps	svs	0.246121798630128	63
10	0.15	snps	svs	0.237237417140187	64
10	0.15	snps	svs	0.257022310862396	65
10	0.15	snps	svs	0	66
10	0.15	snps	svs	0.0103076850981264	67
10	0.15	snps	svs	0.167050267396648	68
10	0.15	snps	svs	0.183983371713617	69
10	0.15	snps	svs	0.337772698753249	70
10	0.15	snps	svs	0.160697651785838	71
10	0.15	snps	svs	0	72
10	0.15	snps	svs	0.165386437281339	73
10	0.15	snps	svs	0.278382409045191	74
10	0.15	snps	svs	0.112207393095113	75
10	0.15	snps	svs	0.0506187275646517	76
10	0.15	snps	svs	0.0740998420679654	77
10	0.15	snps	svs	0.219656440362339	78
10	0.15	snps	svs	0	79
10	0.15	snps	svs	0.0070520145906501	80
10	0.15	snps	svs	0.24046005883594	81
10	0.15	snps	svs	0.261335042514591	82
10	0.15	snps	svs	0.0489248083432002	83
10	0.15	snps	svs	0.144719848015672	84
10	0.15	snps	svs	0.146229594765699	85
10	0.15	snps	svs	0	86
10	0.15	snps	svs	0.164825337846537	87
10	0.15	snps	svs	0.175758651678181	88
10	0.15	snps	svs	0.0388713596706655	89
10	0.15	snps	svs	0.179727000744217	90
10	0.15	snps	svs	0.0234703542337564	91
10	0.15	snps	svs	0.0732344411800282	92
10	0.15	snps	svs	0.163234859453042	93
10	0.15	snps	svs	0.116503015123476	94
10	0.15	snps	svs	0.214320632836786	95
10	0.15	snps	svs	0.0830288318893161	96
10	0.15	snps	svs	0.0810375904339534	97
10	0.15	snps	svs	0.065172372880173	98
10	0.15	snps	svs	0	99
10	0.15	snps	svs	0.194733151756966	100
10	0.3	snps	svs	0.0778325701421296	1
10	0.3	snps	svs	0	2
10	0.3	snps	svs	0.218265402742136	3
10	0.3	snps	svs	0.231030761350262	4
10	0.3	snps	svs	0.200550588301199	5
10	0.3	snps	svs	0.202754952388304	6
10	0.3	snps	svs	0.362833812371824	7
10	0.3	snps	svs	0.369602672379939	8
10	0.3	snps	svs	0.355388876386306	9
10	0.3	snps	svs	0.0981321000627306	10
10	0.3	snps	svs	0.231952496447597	11
10	0.3	snps	svs	0.347638932266844	12
10	0.3	snps	svs	0.145187041288758	13
10	0.3	snps	svs	0.226994399027483	14
10	0.3	snps	svs	0.369555289789668	15
10	0.3	snps	svs	0.183116165080298	16
10	0.3	snps	svs	0.028780830194398	17
10	0.3	snps	svs	0.223945247943157	18
10	0.3	snps	svs	0.29890393588913	19
10	0.3	snps	svs	0.337253179405822	20
10	0.3	snps	svs	0.0685071737395965	21
10	0.3	snps	svs	0.226684823665063	22
10	0.3	snps	svs	0.319517499590553	23
10	0.3	snps	svs	0.200152786134806	24
10	0.3	snps	svs	0.197264612156839	25
10	0.3	snps	svs	0.574213175680973	26
10	0.3	snps	svs	0.242793272969588	27
10	0.3	snps	svs	0.0235265140712347	28
10	0.3	snps	svs	0.287103925754581	29
10	0.3	snps	svs	0.264158905177166	30
10	0.3	snps	svs	0.241843591066861	31
10	0.3	snps	svs	0.345867261244094	32
10	0.3	snps	svs	0.238387696627773	33
10	0.3	snps	svs	0.237901061921539	34
10	0.3	snps	svs	0.196749587422743	35
10	0.3	snps	svs	0.277974877081807	36
10	0.3	snps	svs	0.289308489179685	37
10	0.3	snps	svs	0.117697148870972	38
10	0.3	snps	svs	0.245586931696454	39
10	0.3	snps	svs	0.408014036901699	40
10	0.3	snps	svs	0.211939904578215	41
10	0.3	snps	svs	0.369124530833367	42
10	0.3	snps	svs	0.149293200548283	43
10	0.3	snps	svs	0.0260880923038881	44
10	0.3	snps	svs	0.0906782231766166	45
10	0.3	snps	svs	0.294528770643566	46
10	0.3	snps	svs	0.383435531750066	47
10	0.3	snps	svs	0.398612915797305	48
10	0.3	snps	svs	0.214946457822171	49
10	0.3	snps	svs	0.29125069888567	50
10	0.3	snps	svs	0.221454096183265	51
10	0.3	snps	svs	0.335588017791969	52
10	0.3	snps	svs	0.292497309082609	53
10	0.3	snps	svs	0.277278440440708	54
10	0.3	snps	svs	0.270656361776444	55
10	0.3	snps	svs	0.173131293140704	56
10	0.3	snps	svs	0.307954145195043	57
10	0.3	snps	svs	0.168852531854916	58
10	0.3	snps	svs	0.324156206810155	59
10	0.3	snps	svs	0.24670519472513	60
10	0.3	snps	svs	0.425134133299959	61
10	0.3	snps	svs	0.28681140215015	62
10	0.3	snps	svs	0.192848730409081	63
10	0.3	snps	svs	0.474340830493406	64
10	0.3	snps	svs	0.251835977519682	65
10	0.3	snps	svs	0.219041615878817	66
10	0.3	snps	svs	0.273343534691224	67
10	0.3	snps	svs	0.45031059784674	68
10	0.3	snps	svs	0.403635153168974	69
10	0.3	snps	svs	0.36294050683268	70
10	0.3	snps	svs	0.613941868862194	71
10	0.3	snps	svs	0.39539527640229	72
10	0.3	snps	svs	0.496925448830897	73
10	0.3	snps	svs	0.158055522364281	74
10	0.3	snps	svs	0.435128538469049	75
10	0.3	snps	svs	0.249144972397615	76
10	0.3	snps	svs	0.125917551693439	77
10	0.3	snps	svs	0.346006816599668	78
10	0.3	snps	svs	0.347114017684762	79
10	0.3	snps	svs	0.316226847112933	80
10	0.3	snps	svs	0.378516864271132	81
10	0.3	snps	svs	0.102948856178977	82
10	0.3	snps	svs	0.157305672686769	83
10	0.3	snps	svs	0.351441743898278	84
10	0.3	snps	svs	0.251915650362208	85
10	0.3	snps	svs	0.387680550248376	86
10	0.3	snps	svs	0.433170804437822	87
10	0.3	snps	svs	0.308108182414466	88
10	0.3	snps	svs	0.479131866781369	89
10	0.3	snps	svs	0.365473322501727	90
10	0.3	snps	svs	0.405590184384284	91
10	0.3	snps	svs	0.36950692085127	92
10	0.3	snps	svs	0.226398681035775	93
10	0.3	snps	svs	0.187966034695848	94
10	0.3	snps	svs	0.182666687828966	95
10	0.3	snps	svs	0.325002583052447	96
10	0.3	snps	svs	0.147423698624302	97
10	0.3	snps	svs	0.077080506084936	98
10	0.3	snps	svs	0.101339288391834	99
10	0.3	snps	svs	0.228147728307007	100
10	0.45	snps	svs	0.274652076480898	1
10	0.45	snps	svs	0.406703319266337	2
10	0.45	snps	svs	0.392523346005349	3
10	0.45	snps	svs	0.508706996464785	4
10	0.45	snps	svs	0.408233992156254	5
10	0.45	snps	svs	0.501441894509742	6
10	0.45	snps	svs	0.678876290908481	7
10	0.45	snps	svs	0.550891165383188	8
10	0.45	snps	svs	0.459885879513941	9
10	0.45	snps	svs	0.744776313636104	10
10	0.45	snps	svs	0.470841213603863	11
10	0.45	snps	svs	0.378930551090588	12
10	0.45	snps	svs	0.627247773699639	13
10	0.45	snps	svs	0.381525131382356	14
10	0.45	snps	svs	0.728404966776872	15
10	0.45	snps	svs	0.252867781412301	16
10	0.45	snps	svs	0.120912806199756	17
10	0.45	snps	svs	0.279129050429841	18
10	0.45	snps	svs	0.498446198587453	19
10	0.45	snps	svs	0.282484417545263	20
10	0.45	snps	svs	0.148295135661842	21
10	0.45	snps	svs	0.685455624679991	22
10	0.45	snps	svs	0.261124646873599	23
10	0.45	snps	svs	0.145460919029703	24
10	0.45	snps	svs	0.523093117067049	25
10	0.45	snps	svs	0.428813165949789	26
10	0.45	snps	svs	0.171751321871834	27
10	0.45	snps	svs	0.494412148719224	28
10	0.45	snps	svs	0.457071215929008	29
10	0.45	snps	svs	0.351260183954928	30
10	0.45	snps	svs	0.399101856636282	31
10	0.45	snps	svs	0.582934009186867	32
10	0.45	snps	svs	0.374860027580292	33
10	0.45	snps	svs	0.478488053806749	34
10	0.45	snps	svs	0.541479844574376	35
10	0.45	snps	svs	0.365630953611313	36
10	0.45	snps	svs	0.526654948414215	37
10	0.45	snps	svs	0.520226973613239	38
10	0.45	snps	svs	0.674921916748496	39
10	0.45	snps	svs	0.445139186540799	40
10	0.45	snps	svs	0.133691911479819	41
10	0.45	snps	svs	0.517350118480062	42
10	0.45	snps	svs	0	43
10	0.45	snps	svs	0.567481515853415	44
10	0.45	snps	svs	0.406886790568401	45
10	0.45	snps	svs	0.261974310633006	46
10	0.45	snps	svs	0.431218383687064	47
10	0.45	snps	svs	0.348329814673057	48
10	0.45	snps	svs	0.64857935726788	49
10	0.45	snps	svs	0.419956379602271	50
10	0.45	snps	svs	0.58001245804555	51
10	0.45	snps	svs	0.527153750201191	52
10	0.45	snps	svs	0.549665051202848	53
10	0.45	snps	svs	0.22555569921133	54
10	0.45	snps	svs	0.229353533916497	55
10	0.45	snps	svs	0.380414053826404	56
10	0.45	snps	svs	0.484425830555037	57
10	0.45	snps	svs	0.0882168625808702	58
10	0.45	snps	svs	0.290623559456868	59
10	0.45	snps	svs	0.744808724458787	60
10	0.45	snps	svs	0.391845885498267	61
10	0.45	snps	svs	0.331753341458055	62
10	0.45	snps	svs	0.571223172318247	63
10	0.45	snps	svs	0.5944027693749	64
10	0.45	snps	svs	0.615060405692301	65
10	0.45	snps	svs	0.634271274787043	66
10	0.45	snps	svs	0.40979446816616	67
10	0.45	snps	svs	0.530758436054614	68
10	0.45	snps	svs	0.548266165839532	69
10	0.45	snps	svs	0.156768612305593	70
10	0.45	snps	svs	0.480896241148043	71
10	0.45	snps	svs	0.501661991190798	72
10	0.45	snps	svs	0.56626871342953	73
10	0.45	snps	svs	0.175003889724092	74
10	0.45	snps	svs	0.403644045719805	75
10	0.45	snps	svs	0.328695998190177	76
10	0.45	snps	svs	0.430027798733039	77
10	0.45	snps	svs	0.627319346580326	78
10	0.45	snps	svs	0.21195219596802	79
10	0.45	snps	svs	0.632334307179053	80
10	0.45	snps	svs	0.264556391099102	81
10	0.45	snps	svs	0.385263022559868	82
10	0.45	snps	svs	0.413147994815178	83
10	0.45	snps	svs	0.363368944042319	84
10	0.45	snps	svs	0.0900532340773873	85
10	0.45	snps	svs	0.131614333137093	86
10	0.45	snps	svs	0.231132838547523	87
10	0.45	snps	svs	0.235626474726913	88
10	0.45	snps	svs	0.167955785829465	89
10	0.45	snps	svs	0.170872048882805	90
10	0.45	snps	svs	0.347335538222767	91
10	0.45	snps	svs	0	92
10	0.45	snps	svs	0.331236283545756	93
10	0.45	snps	svs	0.51055920304222	94
10	0.45	snps	svs	0.0841964447578806	95
10	0.45	snps	svs	0.32668796270357	96
10	0.45	snps	svs	0.591405437768695	97
10	0.45	snps	svs	0.668152858276101	98
10	0.45	snps	svs	0.541395932424733	99
10	0.45	snps	svs	0.134662922577296	100
10	0.6	snps	svs	0.626291745308771	1
10	0.6	snps	svs	0.628761309116727	2
10	0.6	snps	svs	0.274200397020114	3
10	0.6	snps	svs	0.448211359475463	4
10	0.6	snps	svs	0.60060018322619	5
10	0.6	snps	svs	0.721133861478698	6
10	0.6	snps	svs	0.750737833703039	7
10	0.6	snps	svs	0.551512290396782	8
10	0.6	snps	svs	0.648769882338266	9
10	0.6	snps	svs	0.383252159091259	10
10	0.6	snps	svs	0.388165432284978	11
10	0.6	snps	svs	0.692986060966299	12
10	0.6	snps	svs	0.685629690218016	13
10	0.6	snps	svs	0.76577666770263	14
10	0.6	snps	svs	0.402499244180187	15
10	0.6	snps	svs	0.801229800611441	16
10	0.6	snps	svs	0.687346147413	17
10	0.6	snps	svs	0.616460634880146	18
10	0.6	snps	svs	0.717784884313526	19
10	0.6	snps	svs	0.747698574935243	20
10	0.6	snps	svs	0.66522778992952	21
10	0.6	snps	svs	0.147862891007096	22
10	0.6	snps	svs	0.610005555942852	23
10	0.6	snps	svs	0.850141974940926	24
10	0.6	snps	svs	0.726296921028983	25
10	0.6	snps	svs	0.42898371623728	26
10	0.6	snps	svs	0.762496011026209	27
10	0.6	snps	svs	0.769232697054126	28
10	0.6	snps	svs	0.765433914650722	29
10	0.6	snps	svs	0.320399531519333	30
10	0.6	snps	svs	0.493630290598359	31
10	0.6	snps	svs	0.791128755244893	32
10	0.6	snps	svs	0.468476698520558	33
10	0.6	snps	svs	0.591721451530892	34
10	0.6	snps	svs	0.305752927550895	35
10	0.6	snps	svs	0.624706492355672	36
10	0.6	snps	svs	0.823952725905236	37
10	0.6	snps	svs	0.569097565784595	38
10	0.6	snps	svs	0.63978521433874	39
10	0.6	snps	svs	0.585366689940651	40
10	0.6	snps	svs	0.771137507404175	41
10	0.6	snps	svs	0.119398504996396	42
10	0.6	snps	svs	0.391550474172836	43
10	0.6	snps	svs	0.684440677901399	44
10	0.6	snps	svs	0.760183931655852	45
10	0.6	snps	svs	0.620421790391523	46
10	0.6	snps	svs	0.676541524328538	47
10	0.6	snps	svs	0.908144832768531	48
10	0.6	snps	svs	0.780865630185616	49
10	0.6	snps	svs	0.824981852239884	50
10	0.6	snps	svs	0.801771620733943	51
10	0.6	snps	svs	0.707750025112789	52
10	0.6	snps	svs	0.502451430046634	53
10	0.6	snps	svs	0.160478575447238	54
10	0.6	snps	svs	0.289926728607432	55
10	0.6	snps	svs	0.68766206926231	56
10	0.6	snps	svs	0.47001188688302	57
10	0.6	snps	svs	0.556515233243243	58
10	0.6	snps	svs	0.707648795907333	59
10	0.6	snps	svs	0.137778632396032	60
10	0.6	snps	svs	0.646480307800189	61
10	0.6	snps	svs	0.591542409916009	62
10	0.6	snps	svs	0.268692510421769	63
10	0.6	snps	svs	0.458313983651512	64
10	0.6	snps	svs	0.656111679253844	65
10	0.6	snps	svs	0.0575748706277763	66
10	0.6	snps	svs	0.847645729730778	67
10	0.6	snps	svs	0.208804675339226	68
10	0.6	snps	svs	0.296185564270097	69
10	0.6	snps	svs	0.734389731291678	70
10	0.6	snps	svs	0.636178634899341	71
10	0.6	snps	svs	0.591429942309654	72
10	0.6	snps	svs	0.686281831010694	73
10	0.6	snps	svs	0.837384522416445	74
10	0.6	snps	svs	0.476222342468436	75
10	0.6	snps	svs	0.0885912730984709	76
10	0.6	snps	svs	0.251606358134746	77
10	0.6	snps	svs	0.324149693041183	78
10	0.6	snps	svs	0.643674907215198	79
10	0.6	snps	svs	0.84037281746948	80
10	0.6	snps	svs	0.674015304601318	81
10	0.6	snps	svs	0.770597977196384	82
10	0.6	snps	svs	0.579793251750969	83
10	0.6	snps	svs	0.643224149601672	84
10	0.6	snps	svs	0.66246001928559	85
10	0.6	snps	svs	0.702363654615013	86
10	0.6	snps	svs	0.441542068216175	87
10	0.6	snps	svs	0.45129889759971	88
10	0.6	snps	svs	0.740495571607034	89
10	0.6	snps	svs	0.398042090685248	90
10	0.6	snps	svs	0.784115692449395	91
10	0.6	snps	svs	0.850153489433713	92
10	0.6	snps	svs	0.657150122790733	93
10	0.6	snps	svs	0.761238322949475	94
10	0.6	snps	svs	0.827208812625622	95
10	0.6	snps	svs	0.828454327131494	96
10	0.6	snps	svs	0.252047100624962	97
10	0.6	snps	svs	0.868821666555634	98
10	0.6	snps	svs	0.232391965444438	99
10	0.6	snps	svs	0.617851776649746	100
10	0.75	snps	svs	0.545111309536856	1
10	0.75	snps	svs	0.774834968210466	2
10	0.75	snps	svs	0.294268122951589	3
10	0.75	snps	svs	0.532797701692846	4
10	0.75	snps	svs	0.739825023808219	5
10	0.75	snps	svs	0.931582508023244	6
10	0.75	snps	svs	0.940950113547062	7
10	0.75	snps	svs	0.66921114908556	8
10	0.75	snps	svs	0.542853138222334	9
10	0.75	snps	svs	0.184690424794378	10
10	0.75	snps	svs	0.656934926337399	11
10	0.75	snps	svs	0.629705067978155	12
10	0.75	snps	svs	0.869122126088246	13
10	0.75	snps	svs	0.974570984948263	14
10	0.75	snps	svs	0.669973443344295	15
10	0.75	snps	svs	0.793644333249538	16
10	0.75	snps	svs	0.701997578635373	17
10	0.75	snps	svs	0.79368593372153	18
10	0.75	snps	svs	0.863537814163362	19
10	0.75	snps	svs	0.559262629740764	20
10	0.75	snps	svs	1	21
10	0.75	snps	svs	0.756012604936288	22
10	0.75	snps	svs	0.639256214335857	23
10	0.75	snps	svs	0.775743847087297	24
10	0.75	snps	svs	0.850951889799494	25
10	0.75	snps	svs	0.946218710466828	26
10	0.75	snps	svs	0.796444681247284	27
10	0.75	snps	svs	0	28
10	0.75	snps	svs	0.852752522250818	29
10	0.75	snps	svs	0.479626852982548	30
10	0.75	snps	svs	0.825766287903027	31
10	0.75	snps	svs	0.531564467241781	32
10	0.75	snps	svs	0.761603596881873	33
10	0.75	snps	svs	0.826688943604174	34
10	0.75	snps	svs	0.733783686039827	35
10	0.75	snps	svs	0.333541852267886	36
10	0.75	snps	svs	0.933828410467533	37
10	0.75	snps	svs	0.868542029214272	38
10	0.75	snps	svs	0.899482884533393	39
10	0.75	snps	svs	0.914630626448735	40
10	0.75	snps	svs	0.500257805444811	41
10	0.75	snps	svs	0.526291326674349	42
10	0.75	snps	svs	0.545217682960456	43
10	0.75	snps	svs	0.472565248532536	44
10	0.75	snps	svs	0.560322602183563	45
10	0.75	snps	svs	0.936070539178229	46
10	0.75	snps	svs	0.887286304719489	47
10	0.75	snps	svs	0.935468699989767	48
10	0.75	snps	svs	0.819506635344384	49
