QTN	h2_simulated	kinship_used	phenotype_simulated	h2_estimated	rep
10	0.45	snps	snps	0.52043646122003	10
10	0.45	snps	snps	0.595251059679383	11
10	0.45	snps	snps	0.206630211283183	12
10	0.45	snps	snps	0.24185840338865	13
10	0.45	snps	snps	0.295531370038412	14
10	0.45	snps	snps	0.667913963494409	15
10	0.45	snps	snps	0.496229304951373	16
10	0.45	snps	snps	0.493860889916028	17
10	0.45	snps	snps	0.432093141795317	18
10	0.45	snps	snps	0.40862237073451	19
10	0.45	snps	snps	0.573048230836541	20
10	0.45	snps	snps	0.321274968424692	21
10	0.45	snps	snps	0.336188445314272	22
10	0.45	snps	snps	0.489207756328382	23
10	0.45	snps	snps	0.473672832935734	24
10	0.45	snps	snps	0.518141507615192	25
10	0.45	snps	snps	0.654397618515814	26
10	0.45	snps	snps	0.409562949682166	27
10	0.45	snps	snps	0.354398189552599	28
10	0.45	snps	snps	0.625343328802809	29
10	0.45	snps	snps	0.487260754348769	30
10	0.45	snps	snps	0.48889672650688	31
10	0.45	snps	snps	0.531575711650916	32
10	0.45	snps	snps	0.458606029552284	33
10	0.45	snps	snps	0.49155759180935	34
10	0.45	snps	snps	0.542419691384067	35
10	0.45	snps	snps	0.563643085189615	36
10	0.45	snps	snps	0.652425018238676	37
10	0.45	snps	snps	0.566205463636956	38
10	0.45	snps	snps	0.415025314005127	39
10	0.45	snps	snps	0.467596328674448	40
10	0.45	snps	snps	0.454629613616457	41
10	0.45	snps	snps	0.436803234432676	42
10	0.45	snps	snps	0.594077242244976	43
10	0.45	snps	snps	0.572499951282839	44
10	0.45	snps	snps	0.240169412970033	45
10	0.45	snps	snps	0.563696145623512	46
10	0.45	snps	snps	0.262476228281409	47
10	0.45	snps	snps	0.332421297606692	48
10	0.45	snps	snps	0.29108821854298	49
10	0.45	snps	snps	0.426554671069934	50
10	0.45	snps	snps	0.566697382627797	51
10	0.45	snps	snps	0.572969116537435	52
10	0.45	snps	snps	0.198295636483006	53
10	0.45	snps	snps	0.401857712148301	54
10	0.45	snps	snps	0.485653721996703	55
10	0.45	snps	snps	0.549995235612952	56
10	0.45	snps	snps	0.389093466019801	57
10	0.45	snps	snps	0.662462303663573	58
10	0.45	snps	snps	0.30018927952962	59
10	0.45	snps	snps	0.511868949381024	60
10	0.45	snps	snps	0.257898598908557	61
10	0.45	snps	snps	0.334414473476124	62
10	0.45	snps	snps	0.715106062690228	63
10	0.45	snps	snps	0.409993670934049	64
10	0.45	snps	snps	0.681801803754345	65
10	0.45	snps	snps	0.557309327043883	66
10	0.45	snps	snps	0.451115059422967	67
10	0.45	snps	snps	0.474034369893455	68
10	0.45	snps	snps	0.548452671710252	69
10	0.45	snps	snps	0.706573554488233	70
10	0.45	snps	snps	0.456320835283389	71
10	0.45	snps	snps	0.63421595762449	72
10	0.45	snps	snps	0.410209223838371	73
10	0.45	snps	snps	0.62359809117645	74
10	0.45	snps	snps	0.556423391311687	75
10	0.45	snps	snps	0.460964338024219	76
10	0.45	snps	snps	0.466068675322735	77
10	0.45	snps	snps	0.677359240073689	78
10	0.45	snps	snps	0.461857932424981	79
10	0.45	snps	snps	0.192983079766814	80
10	0.45	snps	snps	0.571977228294031	81
10	0.45	snps	snps	0.436311855630969	82
10	0.45	snps	snps	0.543222477935378	83
10	0.45	snps	snps	0.289458046957231	84
10	0.45	snps	snps	0.542395752682226	85
10	0.45	snps	snps	0.612333541029691	86
10	0.45	snps	snps	0.579452925654669	87
10	0.45	snps	snps	0.363089686049446	88
10	0.45	snps	snps	0.609235634370888	89
10	0.45	snps	snps	0.528702491418342	90
10	0.45	snps	snps	0.507279682535146	91
10	0.45	snps	snps	0.465114472439489	92
10	0.45	snps	snps	0.27279401606505	93
10	0.45	snps	snps	0.497911161911796	94
10	0.45	snps	snps	0.622330280671477	95
10	0.45	snps	snps	0.519432112047328	96
10	0.45	snps	snps	0.182456336788674	97
10	0.45	snps	snps	0.516165913320925	98
10	0.45	snps	snps	0.550367490165254	99
10	0.45	snps	snps	0.35599472072888	100
10	0.6	snps	snps	0.872729535690147	1
10	0.6	snps	snps	0.567908266295112	2
10	0.6	snps	snps	0.69189727427845	3
10	0.6	snps	snps	0.313113886348688	4
10	0.6	snps	snps	0.495417078930227	5
10	0.6	snps	snps	0.481200537670569	6
10	0.6	snps	snps	0.717500181818539	7
10	0.6	snps	snps	0.85115141050394	8
10	0.6	snps	snps	0.346116479374414	9
10	0.6	snps	snps	0.628573428815142	10
10	0.6	snps	snps	0.540253112169967	11
10	0.6	snps	snps	0.754091685069461	12
10	0.6	snps	snps	0.713301893217107	13
10	0.6	snps	snps	0.488740254612629	14
10	0.6	snps	snps	0.525196079055004	15
10	0.6	snps	snps	0.586086862566817	16
10	0.6	snps	snps	0.347782570336242	17
10	0.6	snps	snps	0.356437966053065	18
10	0.6	snps	snps	0.79149906453446	19
10	0.6	snps	snps	0.789717895695759	20
10	0.6	snps	snps	0.63335201046893	21
10	0.6	snps	snps	0.654705670528925	22
10	0.6	snps	snps	0.848480176590992	23
10	0.6	snps	snps	0.678187690237286	24
10	0.6	snps	snps	0.456626743408483	25
10	0.6	snps	snps	0.729857882601958	26
10	0.6	snps	snps	0.569860481183798	27
10	0.6	snps	snps	0.82757045343061	28
10	0.6	snps	snps	0.599696558019811	29
10	0.6	snps	snps	0.862466112917652	30
10	0.6	snps	snps	0.607507076589755	31
10	0.6	snps	snps	0.417675259731612	32
10	0.6	snps	snps	0.60392685371914	33
10	0.6	snps	snps	0.561256805556727	34
10	0.6	snps	snps	0.780044051851824	35
10	0.6	snps	snps	0.639117149915486	36
10	0.6	snps	snps	0.406276809469512	37
10	0.6	snps	snps	0.496171734761453	38
10	0.6	snps	snps	0.600043298558949	39
10	0.6	snps	snps	0.758991616750022	40
10	0.6	snps	snps	0.462725002526091	41
10	0.6	snps	snps	0.45079331832225	42
10	0.6	snps	snps	0.51524615453681	43
10	0.6	snps	snps	0.784281762045146	44
10	0.6	snps	snps	0.421565797619593	45
10	0.6	snps	snps	0.457180256707557	46
10	0.6	snps	snps	0.347970113959397	47
10	0.6	snps	snps	0.53407285603991	48
10	0.6	snps	snps	0.53283211351739	49
10	0.6	snps	snps	0.782549525261938	50
10	0.6	snps	snps	0.686836371254976	51
10	0.6	snps	snps	0.855179802837533	52
10	0.6	snps	snps	0.629625888874808	53
10	0.6	snps	snps	0.518369734358963	54
10	0.6	snps	snps	0.239936242153563	55
10	0.6	snps	snps	0.256860494073372	56
10	0.6	snps	snps	0.900346848092249	57
10	0.6	snps	snps	0.543267979505029	58
10	0.6	snps	snps	0.996342075176276	59
10	0.6	snps	snps	0.696074598008311	60
10	0.6	snps	snps	0.64844619509896	61
10	0.6	snps	snps	0.58916935980265	62
10	0.6	snps	snps	0.810459307040109	63
10	0.6	snps	snps	0.719805161253957	64
10	0.6	snps	snps	0.495508033640839	65
10	0.6	snps	snps	0.628650848415974	66
10	0.6	snps	snps	0.40788262450618	67
10	0.6	snps	snps	0.54114671414842	68
10	0.6	snps	snps	0.634115181816905	69
10	0.6	snps	snps	0.582792735053032	70
10	0.6	snps	snps	0.63622727865023	71
10	0.6	snps	snps	0.897082476972022	72
10	0.6	snps	snps	0.584978407050964	73
10	0.6	snps	snps	0.74763661150297	74
10	0.6	snps	snps	0.612063227540782	75
10	0.6	snps	snps	0.698352898007472	76
10	0.6	snps	snps	0.678978603575114	77
10	0.6	snps	snps	0.424880248907656	78
10	0.6	snps	snps	0.830955801622394	79
10	0.6	snps	snps	0.491823435637831	80
10	0.6	snps	snps	0.683093574067286	81
10	0.6	snps	snps	0.525086722923807	82
10	0.6	snps	snps	0.673629378825368	83
10	0.6	snps	snps	0.816219395562357	84
10	0.6	snps	snps	0.686042571397201	85
10	0.6	snps	snps	0.705634614021408	86
10	0.6	snps	snps	0.789409853928135	87
10	0.6	snps	snps	0.708472077234317	88
10	0.6	snps	snps	0.555386623193437	89
10	0.6	snps	snps	0.736081730769231	90
10	0.6	snps	snps	0.170828791116879	91
10	0.6	snps	snps	0.645878906458821	92
10	0.6	snps	snps	0.573453134039825	93
10	0.6	snps	snps	0.811518634776073	94
10	0.6	snps	snps	0.450198398056323	95
10	0.6	snps	snps	0.468879279645928	96
10	0.6	snps	snps	0.588839904480403	97
10	0.6	snps	snps	0.752833356320418	98
10	0.6	snps	snps	0.519241699853697	99
10	0.6	snps	snps	0.835455215361189	100
10	0.75	snps	snps	0.778792925653782	1
10	0.75	snps	snps	0.883055834400637	2
10	0.75	snps	snps	0.949013684091549	3
10	0.75	snps	snps	0.737273640308865	4
10	0.75	snps	snps	0.955871275113488	5
10	0.75	snps	snps	0.304819569382491	6
10	0.75	snps	snps	0.80105880555574	7
10	0.75	snps	snps	0.9746629160352	8
10	0.75	snps	snps	0.732339114474079	9
10	0.75	snps	snps	0.954694321377601	10
10	0.75	snps	snps	0.746592674854489	11
10	0.75	snps	snps	0.911220975567493	12
10	0.75	snps	snps	0.854351726981933	13
10	0.75	snps	snps	0.671261261767388	14
10	0.75	snps	snps	0.855252856088218	15
10	0.75	snps	snps	0.955119873024648	16
10	0.75	snps	snps	0.933630158981958	17
10	0.75	snps	snps	1	18
10	0.75	snps	snps	0.904163189373392	19
10	0.75	snps	snps	0.896598526799395	20
10	0.75	snps	snps	0.992416942435551	21
10	0.75	snps	snps	0.978866390130992	22
10	0.75	snps	snps	0.400337090936182	23
10	0.75	snps	snps	0.831014407432492	24
10	0.75	snps	snps	0.834362091873128	25
10	0.75	snps	snps	0.962446865511699	26
10	0.75	snps	snps	0.859408444370468	27
10	0.75	snps	snps	1	28
10	0.75	snps	snps	0.924681923661679	29
10	0.75	snps	snps	0.810069919981245	30
10	0.75	snps	snps	0.782000182988895	31
10	0.75	snps	snps	0.709422117829402	32
10	0.75	snps	snps	0.957673994404209	33
10	0.75	snps	snps	0.773780852838707	34
10	0.75	snps	snps	0.424585527567536	35
10	0.75	snps	snps	0.761353293064639	36
10	0.75	snps	snps	0.750619647996069	37
10	0.75	snps	snps	0.658169819131132	38
10	0.75	snps	snps	0.706571100465	39
10	0.75	snps	snps	0.948139118276751	40
10	0.75	snps	snps	0.555368265922982	41
10	0.75	snps	snps	0.974357478709429	42
10	0.75	snps	snps	0.539706006681075	43
10	0.75	snps	snps	0.766724667874039	44
10	0.75	snps	snps	0.677298830273609	45
10	0.75	snps	snps	0.439870586862581	46
10	0.75	snps	snps	0.999912827821872	47
10	0.75	snps	snps	1	48
10	0.75	snps	snps	0.780993945929795	49
10	0.75	snps	snps	0.989419235104441	50
10	0.75	snps	snps	0.460767398003367	51
10	0.75	snps	snps	0.94763606000876	52
10	0.75	snps	snps	0.909558654894257	53
10	0.75	snps	snps	0.846350393860864	54
10	0.75	snps	snps	0.990859740581241	55
10	0.75	snps	snps	0.846866168460736	56
10	0.75	snps	snps	0.782657115254511	57
10	0.75	snps	snps	1	58
10	0.75	snps	snps	0.749569152550699	59
10	0.75	snps	snps	0.767148579525691	60
10	0.75	snps	snps	0.797877382154469	61
10	0.75	snps	snps	0.59526165364563	62
10	0.75	snps	snps	0.971582665823163	63
10	0.75	snps	snps	0.969967005008253	64
10	0.75	snps	snps	0.595023917629923	65
10	0.75	snps	snps	0.726609335148036	66
10	0.75	snps	snps	0.907698749669542	67
10	0.75	snps	snps	0.853057774632792	68
10	0.75	snps	snps	0.876286131536035	69
10	0.75	snps	snps	0.941132905108306	70
10	0.75	snps	snps	0.95255282118959	71
10	0.75	snps	snps	0.877357478699567	72
10	0.75	snps	snps	1	73
10	0.75	snps	snps	0.87400352653173	74
10	0.75	snps	snps	0.63592965360159	75
10	0.75	snps	snps	0.777002197927031	76
10	0.75	snps	snps	0.977230098422807	77
10	0.75	snps	snps	0.99992025918953	78
10	0.75	snps	snps	0.989759026770385	79
10	0.75	snps	snps	0.62097606283054	80
10	0.75	snps	snps	0.846072649815752	81
10	0.75	snps	snps	0.931637971310697	82
10	0.75	snps	snps	0.887100747567996	83
10	0.75	snps	snps	0.594217673787544	84
10	0.75	snps	snps	0.821033424536314	85
10	0.75	snps	snps	0.931044594277585	86
10	0.75	snps	snps	0.732782039728361	87
10	0.75	snps	snps	0.750776779678883	88
10	0.75	snps	snps	0.855922665658584	89
10	0.75	snps	snps	0.61986257640911	90
10	0.75	snps	snps	0.85592978651213	91
10	0.75	snps	snps	0.733039897121405	92
10	0.75	snps	snps	0.787928039305545	93
10	0.75	snps	snps	0.903279003832509	94
10	0.75	snps	snps	0.628222612231589	95
10	0.75	snps	snps	0.84709120587964	96
10	0.75	snps	snps	0.999916923856561	97
10	0.75	snps	snps	0.717579616342528	98
10	0.75	snps	snps	0.942116724882604	99
10	0.75	snps	snps	0.727686072324182	100
10	0.9	snps	snps	1	1
10	0.9	snps	snps	0.769613570420909	2
10	0.9	snps	snps	0.986092857457525	3
10	0.9	snps	snps	1	4
10	0.9	snps	snps	0.950379705252269	5
10	0.9	snps	snps	0.999892098945267	6
10	0.9	snps	snps	1	7
10	0.9	snps	snps	0.999910262312235	8
10	0.9	snps	snps	1	9
10	0.9	snps	snps	0.8557760303771	10
10	0.9	snps	snps	1	11
10	0.9	snps	snps	1	12
10	0.9	snps	snps	0.701858432388797	13
10	0.9	snps	snps	0.808910086713349	14
10	0.9	snps	snps	0.907809406949044	15
10	0.9	snps	snps	0.797748486141363	16
10	0.9	snps	snps	0.999916917713642	17
10	0.9	snps	snps	0.621402885766668	18
10	0.9	snps	snps	0.940985808789647	19
10	0.9	snps	snps	0.376131934961584	20
10	0.9	snps	snps	0.999907421379921	21
10	0.9	snps	snps	0.999907740651591	22
10	0.9	snps	snps	0.999905508299206	23
10	0.9	snps	snps	0.999894790997055	24
10	0.9	snps	snps	0.99991691440023	25
10	0.9	snps	snps	1	26
10	0.9	snps	snps	0.999920246724732	27
10	0.9	snps	snps	0.865178760780009	28
10	0.9	snps	snps	0.829388083953108	29
10	0.9	snps	snps	1	30
10	0.9	snps	snps	0.999910651741934	31
10	0.9	snps	snps	0.97141746875698	32
10	0.9	snps	snps	0.999899490719476	33
10	0.9	snps	snps	0.97073604715231	34
10	0.9	snps	snps	1	35
10	0.9	snps	snps	0.438320339246584	36
10	0.9	snps	snps	0.942731842381558	37
10	0.9	snps	snps	0.838274173448863	38
10	0.9	snps	snps	0.999905477127828	39
10	0.9	snps	snps	0.793876123069589	40
10	0.9	snps	snps	0.78103566677712	41
10	0.9	snps	snps	0.957849273507136	42
10	0.9	snps	snps	0.999928789941722	43
10	0.9	snps	snps	0.99990689177752	44
10	0.9	snps	snps	0.889601534923964	45
10	0.9	snps	snps	0.999907558822632	46
10	0.9	snps	snps	0.653271809032446	47
10	0.9	snps	snps	0.963529035671767	48
10	0.9	snps	snps	0.999889074012038	49
10	0.9	snps	snps	0.999892804387302	50
10	0.9	snps	snps	1	51
10	0.9	snps	snps	0.832886153494182	52
10	0.9	snps	snps	0.914380319058059	53
10	0.9	snps	snps	0.999912890544356	54
10	0.9	snps	snps	0.926721080132728	55
10	0.9	snps	snps	0.999905594738984	56
10	0.9	snps	snps	1	57
10	0.9	snps	snps	0.94268954141175	58
10	0.9	snps	snps	1	59
10	0.9	snps	snps	0.332202838834231	60
10	0.9	snps	snps	1	61
10	0.9	snps	snps	0.87070382283377	62
10	0.9	snps	snps	0.883845995868828	63
10	0.9	snps	snps	0.747071246970937	64
10	0.9	snps	snps	0.957091803348093	65
10	0.9	snps	snps	0.766505328002143	66
10	0.9	snps	snps	0.718796254114678	67
10	0.9	snps	snps	0.956943207474458	68
10	0.9	snps	snps	0.700774717440883	69
10	0.9	snps	snps	1	70
10	0.9	snps	snps	0.996966937175755	71
10	0.9	snps	snps	0.999907550789285	72
10	0.9	snps	snps	0.999888788427769	73
10	0.9	snps	snps	0.980860738388016	74
10	0.9	snps	snps	0.999904777503114	75
10	0.9	snps	snps	0.999899432093029	76
10	0.9	snps	snps	1	77
10	0.9	snps	snps	0.999905336019266	78
10	0.9	snps	snps	0.937216659098081	79
10	0.9	snps	snps	1	80
10	0.9	snps	snps	1	81
10	0.9	snps	snps	0.976456212040431	82
10	0.9	snps	snps	1	83
10	0.9	snps	snps	0.257524261988874	84
10	0.9	snps	snps	1	85
10	0.9	snps	snps	0.909916800227445	86
10	0.9	snps	snps	0.958625515723179	87
10	0.9	snps	snps	0.999916917713642	88
10	0.9	snps	snps	0.999895810433335	89
10	0.9	snps	snps	1	90
10	0.9	snps	snps	1	91
10	0.9	snps	snps	0.999908349456192	92
10	0.9	snps	snps	0.474064503117993	93
10	0.9	snps	snps	0.999873951910133	94
10	0.9	snps	snps	0.957989867865583	95
10	0.9	snps	snps	0.999906902439342	96
10	0.9	snps	snps	1	97
10	0.9	snps	snps	0.669874461245187	98
10	0.9	snps	snps	0.941000117938436	99
10	0.9	snps	snps	1	100
100	0.15	snps	snps	0.118197601784886	1
100	0.15	snps	snps	0.00876523820207913	2
100	0.15	snps	snps	0.172112457077166	3
100	0.15	snps	snps	0.102381657480964	4
100	0.15	snps	snps	0.179733598409543	5
100	0.15	snps	snps	0.0729294968837268	6
100	0.15	snps	snps	0.200297790395267	7
100	0.15	snps	snps	0.0280324476104214	8
100	0.15	snps	snps	0.331725121987853	9
100	0.15	snps	snps	0.258511892243509	10
100	0.15	snps	snps	0.130139715774429	11
100	0.15	snps	snps	0.147828897854927	12
100	0.15	snps	snps	0.191875899984289	13
100	0.15	snps	snps	0.0597427533486727	14
100	0.15	snps	snps	0.054551630502454	15
100	0.15	snps	snps	0.182675465597979	16
100	0.15	snps	snps	0.26538681241255	17
100	0.15	snps	snps	0.275687287466632	18
100	0.15	snps	snps	0.133052046077154	19
100	0.15	snps	snps	0.0891448222745632	20
100	0.15	snps	snps	0	21
100	0.15	snps	snps	0.156852705915907	22
100	0.15	snps	snps	0.168120468555607	23
100	0.15	snps	snps	0.135374404613182	24
100	0.15	snps	snps	0.200575479400227	25
100	0.15	snps	snps	0.107607296393125	26
100	0.15	snps	snps	0.0582894220486075	27
100	0.15	snps	snps	0.102774969217062	28
100	0.15	snps	snps	0.133754600820799	29
100	0.15	snps	snps	0	30
100	0.15	snps	snps	0.176202229824046	31
100	0.15	snps	snps	0.191681508248482	32
100	0.15	snps	snps	0.0745162696193639	33
100	0.15	snps	snps	0.176077041950925	34
100	0.15	snps	snps	0.280165188534301	35
100	0.15	snps	snps	0.184862878552181	36
100	0.15	snps	snps	0.0927850875662939	37
100	0.15	snps	snps	0.12093835212434	38
100	0.15	snps	snps	0.158295375251496	39
100	0.15	snps	snps	0.198554425212412	40
